Data Type,HTS Number,Description,Year,Quantity Description,January,February,March,April,May,June,July,August,September,October,November,December
General CIF Imports Value,01069001,"Live animals other than mammals, reptiles, insects, and birds",2024,Value for: kilograms,3707268.00,5300290.00,7233399.00,8546129.00,10988738.00,11091726.00,9624341.00,7290157.00,6362114.00,5326358.00,4096193.00,3875926.00
General CIF Imports Value,02011010,"Bovine carcasses and halves, fresh or chld., descr. in add. US note 3 to Ch. 2",2024,Value for: kilograms,220375.00,114292.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63640.00,125224.00,83825.00
General CIF Imports Value,02011050,"Bovine carcasses and halves, fresh or chld., other than descr. in gen. note 15 or add. US note 3 to Ch. 2",2024,Value for: kilograms,1953384.00,1695064.00,1872604.00,2924031.00,2843592.00,2973163.00,3173760.00,2856194.00,3683974.00,4149755.00,3363223.00,3584636.00
General CIF Imports Value,02012010,"High-qual. beef cuts, w/bone in, processed, fresh or chld., descr in add. US note 3 to Ch. 2",2024,Value for: kilograms,510936.00,565383.00,548343.00,406293.00,677167.00,593862.00,607852.00,422996.00,554812.00,723604.00,505696.00,717944.00
General CIF Imports Value,02012030,"Bovine meat cuts (except high-qual. beef cuts), w/bone in, processed, fresh or chld., descr in add. US note 3 to Ch. 2",2024,Value for: kilograms,2355527.00,2752319.00,2952547.00,3117083.00,2419014.00,2773664.00,2732615.00,2726706.00,2767372.00,2724675.00,2589991.00,2906255.00
General CIF Imports Value,02012050,"Bovine meat cuts, w/bone in, not processed, fresh or chld., descr in add. US note 3 to Ch. 2",2024,Value for: kilograms,84819185.00,76042721.00,89789888.00,81217234.00,79770451.00,74032560.00,76900988.00,75927754.00,79634987.00,81119364.00,95118289.00,93134996.00
General CIF Imports Value,02012080,"Bovine meat cuts, w/bone in, fresh or chld., not descr in gen. note 15 or add. US note 3 to Ch. 2",2024,Value for: kilograms,1615959.00,1866947.00,2297037.00,3472040.00,3172473.00,2621600.00,2614826.00,1744843.00,2447607.00,2511704.00,2318524.00,2730080.00
General CIF Imports Value,02013010,"High-qual. beef cuts, boneless, processed, fresh or chld., descr in add. US note 3 to Ch. 2",2024,Value for: kilograms,2211412.00,2082647.00,2313860.00,2705282.00,3035409.00,2194669.00,2455173.00,2212718.00,2950924.00,3039847.00,2733855.00,3092009.00
General CIF Imports Value,02013030,"Bovine meat cuts (except high-qual. beef cuts), boneless, processed, fresh or chld., descr in add. US note 3 to Ch. 2",2024,Value for: kilograms,7993915.00,7491429.00,8995248.00,9288359.00,8833720.00,8258665.00,9857215.00,11673857.00,10748139.00,9532975.00,9458651.00,8476691.00
General CIF Imports Value,02013050,"Bovine meat cuts, boneless, not processed, fresh or chld., descr in add. US note 3 to Ch. 2",2024,Value for: kilograms,374511232.00,340339534.00,363526320.00,330030583.00,329862634.00,305132217.00,345146971.00,371304217.00,392211995.00,392078602.00,386462622.00,404709691.00
General CIF Imports Value,02013080,"Bovine meat cuts, boneless, fresh or chld., not descr in gen. note 15 or add. US note 3 to Ch. 2",2024,Value for: kilograms,8945822.00,13606200.00,19805713.00,23038436.00,26018897.00,25255106.00,34548856.00,25894803.00,32440959.00,31652010.00,28991799.00,22252068.00
General CIF Imports Value,02021010,"Bovine carcasses and halves, frozen, descr. in add. US note 3 to Ch. 2",2024,Value for: kilograms,0.00,0.00,0.00,6549.00,0.00,0.00,0.00,0.00,846217.00,0.00,181691.00,75633.00
General CIF Imports Value,02021050,"Bovine carcasses and halves, frozen, other than descr. in gen. note 15 or add. US note 3 to Ch. 2",2024,Value for: kilograms,0.00,0.00,12052.00,0.00,0.00,0.00,437864.00,328939.00,0.00,0.00,0.00,0.00
General CIF Imports Value,02022002,"High-qual. beef cuts w/bone in, processed, frozen, descr in gen. note 15 of the HTS",2024,Value for: kilograms,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,185845.00
General CIF Imports Value,02022010,"High-qual. beef cuts, w/bone in, processed, frozen, descr in add. US note 3 to Ch. 2",2024,Value for: kilograms,61445.00,19826.00,7987.00,30993.00,8978.00,23754.00,4836.00,0.00,15176.00,25051.00,5130.00,56082.00
General CIF Imports Value,02022030,"Bovine meat cuts (except high-qual. beef cuts), w/bone in, processed, frozen, descr in add. US note 3 to Ch. 2",2024,Value for: kilograms,0.00,0.00,0.00,3416.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General CIF Imports Value,02022050,"Bovine meat cuts, w/bone in, not processed, frozen, descr in add. US note 3 to Ch. 2",2024,Value for: kilograms,4021723.00,4761848.00,2797789.00,3796689.00,3511429.00,3079829.00,2352104.00,1498814.00,2145040.00,2540515.00,3793385.00,4164969.00
General CIF Imports Value,02022080,"Bovine meat cuts, w/bone in, frozen, not descr in gen. note 15 or add. US note 3 to Ch. 2",2024,Value for: kilograms,586944.00,588942.00,1161647.00,1057739.00,912164.00,695473.00,1419300.00,7113221.00,8848377.00,12363254.00,10420539.00,11296160.00
General CIF Imports Value,02023006,"Bovine meat cuts, boneless, not processed, frozen, descr in gen. note 15 of the HTS",2024,Value for: kilograms,0.00,0.00,0.00,0.00,0.00,23540.00,24674.00,69882.00,46271.00,21256.00,63011.00,36452.00
General CIF Imports Value,02023010,"High-qual. beef cuts, boneless, processed, frozen, descr in add. US note 3 to Ch. 2",2024,Value for: kilograms,1991709.00,2042583.00,2110505.00,1870839.00,2248948.00,1587151.00,1738276.00,1421141.00,1165648.00,2247926.00,1503924.00,1478941.00
General CIF Imports Value,02023030,"Bovine meat cuts (except high-qual. beef cuts), boneless, processed, frozen, descr in add. US note 3 to Ch. 2",2024,Value for: kilograms,8735353.00,5313449.00,5548962.00,5361377.00,6102928.00,7581064.00,8778516.00,10674967.00,8123821.00,8276763.00,7125127.00,11188975.00
General CIF Imports Value,02023050,"Bovine meat cuts, boneless, not processed, frozen, descr in add. US note 3 to Ch. 2",2024,Value for: kilograms,440777410.00,299411665.00,211361432.00,219603904.00,252285355.00,273485049.00,303343086.00,287711580.00,269948698.00,321213412.00,353945473.00,441603609.00
General CIF Imports Value,02023080,"Bovine meat cuts, boneless, frozen, not descr in gen. note 15 or add. US note 3 to Ch. 2",2024,Value for: kilograms,23763040.00,24279312.00,53163345.00,47468169.00,56919218.00,79224031.00,122081912.00,151437982.00,99743957.00,121835482.00,145963798.00,83778167.00
General CIF Imports Value,02031100,"Carcasses and half-carcasses of swine, fresh or chilled",2024,Value for: kilograms,293897.00,253485.00,276714.00,251243.00,154430.00,154310.00,118313.00,38974.00,0.00,0.00,0.00,0.00
General CIF Imports Value,02031210,"Fresh or chilled retail cuts of ham, shoulders and cuts thereof, with bone in",2024,Value for: kilograms,1535848.00,1517649.00,1786747.00,1207241.00,1837752.00,1748062.00,1915179.00,1207664.00,1428662.00,1688725.00,1839940.00,1997810.00
General CIF Imports Value,02031290,"Fresh or chilled hams, shoulders and cuts thereof, with bone in, other than processed",2024,Value for: kilograms,16354851.00,14033810.00,13322454.00,12425138.00,14606681.00,14398967.00,13871695.00,13753592.00,11525239.00,12705065.00,12932321.00,13474967.00
General CIF Imports Value,02031920,"Meat of swine nesoi, retail cuts, fresh or chilled",2024,Value for: kilograms,2882886.00,3650782.00,3935828.00,4165387.00,3553997.00,4212450.00,2873974.00,3494651.00,2974273.00,3162043.00,2561312.00,3121058.00
General CIF Imports Value,02031940,"Meat of swine, nesoi, non retail cuts, fresh or chilled",2024,Value for: kilograms,43833542.00,49995704.00,52131358.00,48057473.00,48996731.00,49145305.00,46514571.00,47180365.00,46574890.00,50405161.00,52063027.00,47214411.00
General CIF Imports Value,02032100,"Carcasses and half-carcasses of swine, frozen",2024,Value for: kilograms,34251.00,14884.00,32148.00,34956.00,16901.00,16734.00,58959.00,59563.00,84830.00,84952.00,34511.00,161660.00
General CIF Imports Value,02032210,"Frozen retail cuts of hams, shoulders and cuts thereof, with bone in",2024,Value for: kilograms,82473.00,0.00,0.00,0.00,0.00,62519.00,7896.00,0.00,0.00,111690.00,205132.00,83178.00
General CIF Imports Value,02032290,"Frozen hams, shoulders and cuts thereof, with bone in, other than retail cuts",2024,Value for: kilograms,3264670.00,3423191.00,3707880.00,3557808.00,2988523.00,2991439.00,2367410.00,1873678.00,1544194.00,2177797.00,4381506.00,3293000.00
General CIF Imports Value,02032920,"Frozen retail cuts of meat of swine, nesoi",2024,Value for: kilograms,1558349.00,1552817.00,1896188.00,2115294.00,1846313.00,1639730.00,2409656.00,1664780.00,1034008.00,2116894.00,2537381.00,3130339.00
General CIF Imports Value,02032940,"Frozen meat of swine, other than retail cuts, nesoi",2024,Value for: kilograms,50003051.00,46565433.00,61143824.00,60962856.00,58249044.00,57840731.00,54702533.00,53954539.00,45305331.00,48025868.00,51198805.00,46750838.00
General CIF Imports Value,02041000,"Carcasses and half-carcasses of lamb, fresh or chilled",2024,Value for: kilograms,0.00,102537.00,0.00,260653.00,227673.00,0.00,0.00,0.00,108821.00,0.00,0.00,0.00
General CIF Imports Value,02042100,"Carcasses and half-carcasses of sheep, other than lamb, fresh or chilled",2024,Value for: kilograms,69519.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General CIF Imports Value,02042220,"Cuts of lamb meat with bone in, fresh or chilled",2024,Value for: kilograms,33074404.00,40362974.00,59078077.00,39274055.00,42507846.00,50112221.00,50098989.00,43649507.00,38356808.00,46696491.00,46381361.00,50793906.00
General CIF Imports Value,02042240,"Cuts of sheep meat with bone in, nesoi, fresh or chilled",2024,Value for: kilograms,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14700.00,0.00,0.00
General CIF Imports Value,02042320,"Boneless meat of lamb, fresh or chilled",2024,Value for: kilograms,9619230.00,14628914.00,17212861.00,12494940.00,15319600.00,14708354.00,19031010.00,15143618.00,12181895.00,14140165.00,17324661.00,19614373.00
General CIF Imports Value,02043000,"Carcasses and half-carcasses of lamb, frozen",2024,Value for: kilograms,1052271.00,1115832.00,1217823.00,2140434.00,1718121.00,2943801.00,3251390.00,2044914.00,3024666.00,2413525.00,2050980.00,1882901.00
General CIF Imports Value,02044100,"Carcasses and half-carcasses of sheep, other than lamb, frozen",2024,Value for: kilograms,2289109.00,1635496.00,3349738.00,2264411.00,1735038.00,635297.00,660975.00,337968.00,2012857.00,2537045.00,3147813.00,2110732.00
General CIF Imports Value,02044220,"Cuts of lamb meat with bone in, frozen",2024,Value for: kilograms,35137117.00,25169704.00,29803817.00,34705423.00,33853939.00,33008042.00,32584177.00,32125718.00,24077595.00,28900458.00,26056738.00,27745748.00
General CIF Imports Value,02044240,"Cuts of sheep meat with bone in, nesoi, frozen",2024,Value for: kilograms,8163463.00,4814114.00,8487962.00,6919534.00,4893773.00,4526308.00,1846772.00,3578298.00,5987871.00,6138401.00,9802317.00,5631489.00
General CIF Imports Value,02044320,"Boneless meat of lamb, frozen",2024,Value for: kilograms,10244839.00,8334337.00,11400962.00,17846229.00,21947490.00,19324217.00,21287676.00,22352363.00,15462733.00,16703206.00,15889823.00,14222300.00
General CIF Imports Value,02044340,"Boneless meat of sheep, nesoi, frozen",2024,Value for: kilograms,127690.00,0.00,0.00,135213.00,231788.00,255566.00,335232.00,195939.00,454038.00,189840.00,30775.00,215826.00
General CIF Imports Value,02045000,"Meat of goats, fresh, chilled or frozen",2024,Value for: kilograms,8065400.00,7162807.00,7950570.00,10591318.00,16433408.00,12130055.00,14812885.00,13460484.00,10939655.00,14063479.00,13759302.00,13357539.00
General CIF Imports Value,02050000,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen",2024,Value for: kilograms,246612.00,187784.00,90151.00,242928.00,206297.00,77277.00,154683.00,102350.00,206809.00,136103.00,179141.00,237202.00
General CIF Imports Value,02061000,"Edible offal of bovine animals, fresh or chilled",2024,Value for: kilograms,11994084.00,12537500.00,14838022.00,13558136.00,12276241.00,12469501.00,14041835.00,15066110.00,15344499.00,13099093.00,12497901.00,12523566.00
General CIF Imports Value,02062100,"Tongues of bovine animals, frozen",2024,Value for: kilograms,1380874.00,1031055.00,774308.00,897886.00,851278.00,613285.00,1175619.00,935375.00,1851494.00,1612843.00,2307644.00,1736894.00
General CIF Imports Value,02062200,"Livers of bovine animals, frozen",2024,Value for: kilograms,45732.00,112066.00,0.00,28948.00,18852.00,0.00,2503.00,19348.00,72560.00,63342.00,17988.00,68759.00
General CIF Imports Value,02062900,"Edible offal of bovine animals, except tongues or livers, frozen",2024,Value for: kilograms,31624344.00,26147295.00,25178049.00,29091729.00,28062632.00,25007281.00,31552371.00,28810313.00,33527129.00,28084033.00,31947480.00,31881735.00
General CIF Imports Value,02063000,"Edible offal of swine, fresh or chilled",2024,Value for: kilograms,1165902.00,1078253.00,1151779.00,1416927.00,1409689.00,1526245.00,1643275.00,1375578.00,1243281.00,747612.00,996066.00,949315.00
General CIF Imports Value,02064100,"Livers of swine, frozen",2024,Value for: kilograms,15954.00,14950.00,52606.00,31145.00,21994.00,53979.00,84808.00,51851.00,66073.00,114969.00,59669.00,89071.00
General CIF Imports Value,02064900,"Edible offal of swine, except liver, frozen",2024,Value for: kilograms,2964828.00,2835111.00,2978404.00,2725197.00,3349293.00,3536180.00,2320000.00,3191519.00,3378398.00,4701126.00,4004796.00,3326729.00
General CIF Imports Value,02068000,"Edible offal of sheep, goats, horses, asses, mules or hinnies, fresh or chilled",2024,Value for: kilograms,0.00,0.00,0.00,36693.00,31353.00,34794.00,36511.00,35668.00,0.00,0.00,37016.00,0.00
General CIF Imports Value,02069000,"Edible offal of sheep, goats, horses, asses, mules or hinnies, frozen",2024,Value for: kilograms,1777748.00,1264725.00,1182435.00,1664695.00,1655008.00,1415894.00,1829290.00,1707349.00,2316199.00,1866190.00,2452273.00,2175033.00
General CIF Imports Value,02071100,"Chickens, not cut in pieces, fresh or chilled",2024,Value for: kilograms,1067841.00,1075512.00,1014889.00,872841.00,1142951.00,1010791.00,1035343.00,1154243.00,1241189.00,1089170.00,1068609.00,1007830.00
General CIF Imports Value,02071200,"Chickens, not cut in pieces, frozen",2024,Value for: kilograms,69679.00,48115.00,98348.00,272957.00,471073.00,520175.00,506127.00,869437.00,534753.00,860394.00,273892.00,62484.00
General CIF Imports Value,02071300,"Cuts and offal of chickens, fresh or chilled",2024,Value for: kilograms,5743197.00,5638661.00,5464455.00,5160769.00,6304531.00,5334694.00,7355560.00,5308524.00,6977985.00,5192034.00,5785285.00,5842648.00
General CIF Imports Value,02071400,"Cuts and offal of chickens, frozen",2024,Value for: kilograms,22094363.00,16138613.00,17874252.00,17154833.00,20798807.00,19917221.00,14967608.00,20789928.00,18959802.00,18071765.00,21613886.00,19306170.00
General CIF Imports Value,02072400,"Turkeys, not cut in pieces, fresh or chilled",2024,Value for: kilograms,43387.00,46236.00,27602.00,56740.00,54522.00,33995.00,21907.00,14310.00,125042.00,49020.00,290548.00,26859.00
General CIF Imports Value,02072520,"Turkeys, not cut in pieces, valued less than 88 cents/kg, frozen",2024,Value for: kilograms,0.00,0.00,0.00,133641.00,32996.00,32526.00,0.00,0.00,48930.00,0.00,98949.00,0.00
General CIF Imports Value,02072540,"Turkeys, not cut in pieces, valued 88 cents or more per kg, frozen",2024,Value for: kilograms,102499.00,0.00,10551.00,503041.00,844880.00,217630.00,341240.00,450466.00,432377.00,614880.00,748321.00,71866.00
General CIF Imports Value,02072600,"Cuts and offal of turkeys, fresh or chilled",2024,Value for: kilograms,298511.00,619886.00,515004.00,470991.00,410786.00,396812.00,425661.00,593480.00,548068.00,449819.00,595927.00,456902.00
General CIF Imports Value,02072700,"Cuts and offal of turkeys, frozen",2024,Value for: kilograms,2180419.00,2195095.00,2116126.00,4379872.00,4067927.00,3149897.00,2189594.00,3147313.00,2907160.00,2786489.00,2071325.00,1677090.00
General CIF Imports Value,02074100,"Ducks, not cut in pieces, fresh or chilled",2024,Value for: kilograms,0.00,0.00,0.00,0.00,62090.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General CIF Imports Value,02074200,"Ducks, not cut in pieces, frozen",2024,Value for: kilograms,219617.00,296425.00,488372.00,470414.00,365693.00,269741.00,272807.00,463138.00,289517.00,472146.00,93065.00,376510.00
General CIF Imports Value,02074400,"Cuts and offal, other than fatty livers, of ducks, fresh or chilled",2024,Value for: kilograms,0.00,0.00,0.00,0.00,0.00,0.00,2262.00,2574.00,0.00,0.00,0.00,0.00
General CIF Imports Value,02074500,"Cuts and offal of ducks, frozen",2024,Value for: kilograms,550668.00,608168.00,534981.00,646187.00,409695.00,528531.00,433925.00,212683.00,483651.00,351327.00,447914.00,494363.00
General CIF Imports Value,02081000,"Meat and edible meat offal of rabbits or hares, fresh, chilled or frozen",2024,Value for: kilograms,631177.00,668263.00,1023213.00,228618.00,636104.00,436562.00,628235.00,607091.00,646427.00,274865.00,343102.00,564061.00
General CIF Imports Value,02085000,"Meat and edible meat offal of reptiles, fresh, chilled or frozen",2024,Value for: kilograms,0.00,0.00,0.00,29862.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General CIF Imports Value,02086000,"Meat and edible meat offal of camels and other camelids, fresh, chilled or frozen",2024,Value for: kilograms,388284.00,212066.00,234125.00,233734.00,215557.00,0.00,0.00,0.00,224824.00,0.00,227352.00,0.00
General CIF Imports Value,02089020,"Meat and edible offal of deer, fresh, chilled or frozen",2024,Value for: kilograms,3769977.00,3312742.00,4267648.00,4441660.00,3854683.00,3525603.00,3729134.00,2448332.00,2331432.00,4047162.00,3692238.00,4955914.00
General CIF Imports Value,02089025,"Frog legs, fresh, chilled or frozen",2024,Value for: kilograms,823885.00,575881.00,211932.00,471522.00,1227749.00,1004782.00,753128.00,870451.00,1340266.00,616701.00,702199.00,697453.00
General CIF Imports Value,02089030,"Fresh, chilled or frozen quail, eviscerated, not in pieces",2024,Value for: kilograms,211656.00,344876.00,168386.00,370955.00,129510.00,207430.00,389478.00,263169.00,195022.00,414538.00,363215.00,411671.00
General CIF Imports Value,02089091,"Other meat and edible meat offal not elsewhere specified or included, fresh, chilled or frozen",2024,Value for: kilograms,654536.00,331198.00,338503.00,92457.00,211921.00,252028.00,282436.00,310979.00,220504.00,572061.00,367947.00,624936.00
General CIF Imports Value,02091000,"Pig fat, free of lean meat,  fresh, chilled, frozen, salted, in brine, dried or smoked",2024,Value for: kilograms,1182533.00,1454681.00,1290672.00,797386.00,1065315.00,962722.00,1144157.00,1172792.00,1065248.00,1223588.00,1071710.00,889222.00
General CIF Imports Value,02099000,"Poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked",2024,Value for: kilograms,10791.00,7196.00,47407.00,39975.00,141096.00,16538.00,140865.00,10091.00,12011.00,41702.00,34646.00,14867.00
General CIF Imports Value,02101100,"Hams, shoulders and cuts thereof with bone in, salted, in brine, dried or smoked",2024,Value for: kilograms,456017.00,649587.00,634115.00,1058547.00,1741047.00,1697910.00,2239334.00,3529392.00,2450295.00,2834858.00,1982440.00,789800.00
General CIF Imports Value,02101200,"Bellies (streaky) and cuts thereof of swine, salted, in brine, dried or smoked",2024,Value for: kilograms,9577284.00,8224583.00,7814720.00,8396995.00,10074137.00,10129921.00,7792902.00,9170786.00,10182302.00,8889154.00,9664498.00,10585021.00
General CIF Imports Value,02101900,"Meat of swine other than hams, shoulders, bellies (streaky) and cuts thereof, salted, in brine, dried or smoked",2024,Value for: kilograms,15019804.00,22249952.00,23742931.00,24563509.00,22648318.00,19076844.00,22900613.00,21998769.00,22909454.00,27674815.00,22615295.00,24968830.00
General CIF Imports Value,02102000,"Meat of bovine animals, salted, in brine, dried or smoked",2024,Value for: kilograms,662936.00,609670.00,207903.00,120540.00,124180.00,161265.00,107189.00,332988.00,550471.00,201572.00,153913.00,150282.00
General CIF Imports Value,02109920,"Meat and edible offal of poultry of heading 0105, in brine, dried or smoked; edible flours and meals thereof",2024,Value for: kilograms,118288.00,412481.00,199222.00,101708.00,507077.00,142132.00,295543.00,156052.00,150651.00,654281.00,214514.00,353435.00
General CIF Imports Value,02109991,"Meat and edible offal not elsewhere specified or included, salted, in brine, dried or smoked; edible flours and meals thereof",2024,Value for: kilograms,52761.00,0.00,0.00,0.00,0.00,165660.00,22059.00,0.00,0.00,0.00,0.00,0.00
General CIF Imports Value,03011100,Live ornamental freshwater fish,2024,Value for: kilograms,5366814.00,5654495.00,6341621.00,5333133.00,5076519.00,4476605.00,4796951.00,4537187.00,4733969.00,4758743.00,4926567.00,6911300.00
General CIF Imports Value,03011900,"Live ornamental fish, other than freshwater",2024,Value for: kilograms,1359757.00,1540710.00,1282982.00,1401402.00,1381972.00,1291240.00,1098374.00,1176098.00,1127986.00,1224023.00,1105394.00,1014032.00
General CIF Imports Value,03019100,Live trout,2024,Value for: kilograms,121574.00,187605.00,146204.00,180631.00,206151.00,126069.00,149402.00,133138.00,204447.00,207367.00,150548.00,74909.00
General CIF Imports Value,03019200,Live eels,2024,Value for: kilograms,464612.00,457305.00,468334.00,464280.00,461115.00,460659.00,431193.00,701452.00,637865.00,618670.00,271474.00,498490.00
General CIF Imports Value,03019302,Live carp,2024,Value for: kilograms,53165.00,13629.00,48531.00,14939.00,20798.00,23144.00,13580.00,29787.00,11004.00,25163.00,23644.00,18953.00
General CIF Imports Value,03019903,"Live Tench (Tinca Tinca), sheatfish (Silurus Glanis), bighead carp (Aristichthys Nobilis) and other fish, NESOI",2024,Value for: kilograms,3334918.00,3583648.00,2769240.00,3024229.00,3137923.00,2460712.00,2766012.00,2637834.00,2604994.00,2759752.00,2515629.00,2997013.00
