General Imports|Monthly data for 2025,,,,,,,,,,,,,,,,
Data Row Count,10946,,,,,,,,,,,,,,,
Data Type,HTS Number,Description,Year,Quantity Description,January,February,March,April,May,June,July,August,September,October,November,December
General CIF Imports Value,16043100,Caviar,2025,Value for: kilograms,4173750.00,3309867.00,4476563.00,4756331.00,4009922.00,4145551.00,4469726.00,2765100.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16043230,"Caviar substitutes prepared from fish eggs, boiled and in airtight containers",2025,Value for: kilograms,78842.00,39426.00,18897.00,79007.00,43830.00,15730.00,20993.00,48879.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16043240,"Caviar substitutes prepared from fish eggs, nesoi",2025,Value for: kilograms,3493011.00,1933377.00,3238851.00,2118486.00,1840693.00,3412265.00,4270381.00,1800749.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16051005,Crab products containing fish meat; prepared meals of crab,2025,Value for: kilograms,27055.00,5097.00,5761.00,32604.00,16110.00,55571.00,333406.00,373186.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16051020,"Crabmeat, prepared or preserved, in airtight containers",2025,Value for: kilograms,50678701.00,49629271.00,52706609.00,55099081.00,53696159.00,55443531.00,62440914.00,64168816.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16051040,"Crabmeat, prepared or preserved, other than in airtight containers",2025,Value for: kilograms,2602462.00,2393964.00,4399058.00,5347639.00,2805472.00,1807598.00,4382823.00,2241983.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16051060,"Crabs, other than crabmeat, prepared or preserved",2025,Value for: kilograms,768674.00,836346.00,610309.00,933064.00,392970.00,953576.00,753006.00,781944.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16052105,Shrimp & prawns not in airtight containers: fish meat and prepared meals,2025,Value for: kilograms,1107448.00,604892.00,711931.00,703212.00,461753.00,637171.00,737521.00,461359.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16052110,Shrimp & prawns not in airtight containers: other than fish meat and prepared meals,2025,Value for: kilograms,147763268.00,125098245.00,134802580.00,139411698.00,119349037.00,156918188.00,132127453.00,119634115.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16052905,Shrimp & prawns in airtight containers: fish meat and prepared meals,2025,Value for: kilograms,320321.00,423853.00,595861.00,956850.00,971013.00,1175383.00,433608.00,1031302.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16052910,Shrimp & prawns in airtight containers: other than fish meat and prepared meals,2025,Value for: kilograms,12552698.00,9704424.00,10749629.00,10995579.00,8477153.00,9323540.00,11319414.00,7282628.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16053005,Lobster products containing fish meat; prepared meals of lobster,2025,Value for: kilograms,118301.00,128410.00,241745.00,70736.00,308229.00,0.00,225969.00,259631.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16053010,"Lobster, prepared or preserved, not containing fish meat, nesoi",2025,Value for: kilograms,14125625.00,2262802.00,2397529.00,808311.00,60029589.00,111221110.00,66700347.00,46929526.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16054005,"Crustacean products nesoi, containing fish meat; prepared meals of crustaceans, nesoi",2025,Value for: kilograms,352676.00,268592.00,208180.00,0.00,7290.00,0.00,0.00,2607.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16054010,"Crustaceans nesoi, prepared or preserved, not containing fish meat, nesoi",2025,Value for: kilograms,9118927.00,3541297.00,4624239.00,4139461.00,8142162.00,10840534.00,13305647.00,12558410.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16055105,"Oysters, fish meat or prepared meals",2025,Value for: kilograms,6551.00,18105.00,4046.00,0.00,0.00,0.00,19575.00,0.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16055140,Smoked oysters,2025,Value for: kilograms,2697567.00,3346165.00,1903990.00,1950824.00,1124447.00,1576544.00,4474383.00,1917534.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16055150,"Oysters, prepared or preserved, but not smoked",2025,Value for: kilograms,952454.00,653740.00,736557.00,1174809.00,981184.00,2083762.00,1032559.00,458699.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16055205,"Scallops, including queen scallops as containing fish meat; prepared meals",2025,Value for: kilograms,207219.00,256956.00,86672.00,261760.00,110964.00,23699.00,6123.00,21858.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16055260,"Scallops, including queen scallops, prepared or preserved",2025,Value for: kilograms,946356.00,323242.00,306078.00,199804.00,395038.00,744821.00,287535.00,337955.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16055305,"Mussels, containing fish meats or in prepared meals",2025,Value for: kilograms,534865.00,628890.00,713980.00,1230804.00,1046582.00,778349.00,724541.00,656391.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16055360,"Mussels, prepared or preserved",2025,Value for: kilograms,4662303.00,2864275.00,3444939.00,3269280.00,4359807.00,3169696.00,5028781.00,5160979.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16055405,"Cuttle fish and squid, as containing fish meat; prepared meals",2025,Value for: kilograms,315149.00,199490.00,235790.00,275717.00,78792.00,512846.00,89048.00,407392.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16055460,"Cuttle fish and squid, prepared or preserved",2025,Value for: kilograms,8863481.00,6541646.00,5846918.00,8979724.00,6963999.00,7930385.00,8888753.00,8299268.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16055505,"Octopus, as containing fish meat or prepared meals",2025,Value for: kilograms,15313.00,59748.00,28613.00,40463.00,27458.00,17604.00,235814.00,137565.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16055560,"Octopus, prepared or preserved",2025,Value for: kilograms,3494729.00,3315121.00,4731365.00,6736849.00,2630912.00,6857464.00,4301534.00,3496388.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16055605,"Products of clams, cockles, and arkshells containing fish meat; prepared meals",2025,Value for: kilograms,221049.00,4951.00,103314.00,13515.00,132016.00,171876.00,0.00,38195.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16055610,"Razor clams, in airtight containers, prepared or preserved, nesoi",2025,Value for: kilograms,108876.00,74449.00,39327.00,32844.00,125565.00,55994.00,53660.00,99157.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16055615,"Boiled clams in immediate airtight containers, the contents of which do not exceed 680 g gross weight",2025,Value for: kilograms,362278.00,360968.00,224768.00,741256.00,205670.00,307919.00,368825.00,351225.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16055620,"Clams, prepared or preserved, excluding boiled clams, in immediate airtight containers, nesoi",2025,Value for: kilograms,1193242.00,844197.00,1076454.00,742283.00,1127499.00,1153032.00,1236064.00,1224347.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16055630,"Clams, prepared or preserved, other than in airtight containers",2025,Value for: kilograms,1885119.00,1212865.00,509543.00,691292.00,901479.00,540462.00,850525.00,1128298.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16055660,"Cockles and arkshells, prepared or preserved",2025,Value for: kilograms,371426.00,360715.00,235115.00,351725.00,356926.00,221206.00,265184.00,204226.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16055705,Products of abalone containing fish meat; prepared meals of abalone,2025,Value for: kilograms,13011.00,0.00,0.00,21323.00,0.00,0.00,46500.00,0.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16055760,"Abalone, prepared or preserved",2025,Value for: kilograms,915344.00,1805469.00,290681.00,123850.00,306131.00,979248.00,607771.00,479137.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16055805,"Products of snails, other than sea snails,  containing fish meat; prepared meals of snails other than sea snails",2025,Value for: kilograms,128384.00,105819.00,67094.00,102528.00,32977.00,49971.00,115969.00,14922.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16055855,"Prepared or preserved snails, other than sea snails",2025,Value for: kilograms,78974.00,795844.00,710633.00,595821.00,623462.00,642659.00,400795.00,468158.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16055905,Products of molluscs nesoi containing fish meat; prepared meals of molluscs nesoi,2025,Value for: kilograms,172895.00,64800.00,14081.00,113571.00,244878.00,24408.00,72769.00,202136.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16055960,"Molluscs nesoi, prepared or preserved",2025,Value for: kilograms,658583.00,644893.00,706843.00,390495.00,572011.00,614885.00,672294.00,375147.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16056100,"Sea cucumbers, prepared or preserved",2025,Value for: kilograms,141193.00,179046.00,132938.00,57298.00,289020.00,116348.00,20164.00,319253.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16056200,"Sea urchins, prepared or preserved",2025,Value for: kilograms,30691.00,29404.00,45785.00,26185.00,22355.00,50540.00,46234.00,51360.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16056300,"Jelly fish, prepared or preserved",2025,Value for: kilograms,172383.00,147288.00,113849.00,111761.00,25376.00,198391.00,225937.00,53006.00,0.00,0.00,0.00,0.00
General CIF Imports Value,16056900,"Other aquatic invertebrates, nesoi, prepared or preserved",2025,Value for: kilograms,1453734.00,444543.00,806640.00,898782.00,1010151.00,463080.00,1218326.00,1042493.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17011250,"Beet sugar, raw, in solid form, w/o added flavoring or coloring, nesoi, not subject to gen. note 15 or add. US 5 to Ch.17",2025,Value for: kilograms,2373.00,28180.00,12328.00,104100.00,242145.00,26487.00,38683.00,7680.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17011305,"Cane sugar, raw, specified in subheading 2 to chapter 17, in solid form, w/o added flavoring or coloring, subject to gen. note 15 of the HTS",2025,Value for: kilograms,81441.00,71430.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17011310,"Cane sugar, raw, specified in subheading 2 and subject to add'l note 5 to this chapter, in solid form, w/o added flavoring or coloring",2025,Value for: kilograms,1007014.00,185546.00,311515.00,288060.00,148387.00,220979.00,425003.00,464676.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17011320,"Cane sugar, raw, specified in subheading 2 to chapter 17, to be used for certain polyhydric alcohols",2025,Value for: kilograms,0.00,2249.00,0.00,0.00,23613.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17011350,"Cane sugar, raw, specif in subhead 2 to chapt 17,solid, w/o added flavor or color, not subject gen. note 15 of the HTS or chapter note 5",2025,Value for: kilograms,284532.00,781797.00,1089263.00,1313395.00,3983195.00,522631.00,376094.00,321595.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17011410,"Other cane sugar, raw, in solid form, w/o added flavoring or coloring, subject to add. US 5 to Ch.17",2025,Value for: kilograms,50144126.00,49151060.00,43551938.00,54038274.00,70690742.00,12027468.00,90995384.00,13086316.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17011420,"Other cane sugar, raw, in solid form, to be used for certain polyhydric alcohols",2025,Value for: kilograms,25209704.00,10039023.00,12035663.00,1753632.00,2707858.00,19398450.00,25128546.00,15112786.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17011450,"Other cane sugar, raw solid form, w/o flavoring or coloring, nesoi, not subject to gen. note 15 or add. US 5 to Ch.17",2025,Value for: kilograms,42902060.00,42779284.00,56205916.00,65034517.00,134972624.00,54762913.00,44583096.00,12902727.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17019130,"Cane/beet sugar & pure sucrose, refined, solid, w/added coloring but not flav., not subject to gen. note 15 or add. US 5 to Ch.17",2025,Value for: kilograms,181409.00,385031.00,341381.00,454791.00,127495.00,205177.00,272659.00,464451.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17019148,"Cane/beet sugar & pure sucrose, refined, solid, w/added flavoring, o/65% by wt. sugar, descr. in Ch17 US note 2, not GN 15/Ch 17 US nte 7",2025,Value for: kilograms,702126.00,7876.00,100380.00,21691.00,2680.00,0.00,20841.00,55188.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17019158,"Cane/beet sugar & pure sucrose, refined, solid, w/added flavoring, o/10% by wt. sugar, descr. in Ch17 US note 3, not GN15/Ch.17 US nte 8",2025,Value for: kilograms,747520.00,1217277.00,1230403.00,1917696.00,1143610.00,504414.00,739030.00,620196.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17019180,"Cane/beet sugar & pure sucrose, refined, solid, w/added flavoring, nesoi",2025,Value for: kilograms,1138427.00,519740.00,451472.00,658978.00,474526.00,570471.00,785116.00,447573.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17019910,"Cane/beet sugar & pure sucrose, refined, solid, w/o added coloring or flavoring, subject to add. US 5 to Ch.17",2025,Value for: kilograms,33150748.00,7634976.00,9137321.00,27921477.00,6931197.00,5345612.00,24346524.00,8569069.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17019950,"Cane/beet sugar & pure sucrose, refined, solid, w/o added coloring or flavoring, not subject to gen. note 15 or add. US 5 to Ch.17",2025,Value for: kilograms,34714969.00,35690060.00,66333297.00,28985551.00,28725417.00,32677015.00,42458314.00,36582012.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17021100,"Lactose and lactose syrup containing by weight 99% or more lactose, calculated on the dry matter",2025,Value for: kilograms,1134594.00,299472.00,1007046.00,1235246.00,846760.00,508831.00,663892.00,1499907.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17021900,"Lactose and lactose syrup containing by weight less than 99% lactose, calculated on the dry matter",2025,Value for: kilograms,550952.00,3740.00,707247.00,616143.00,418323.00,1434359.00,0.00,1531525.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17022022,"Maple syrup, blended, described in add. US note 4 to Ch.17: subject to gen. note 15 of the HTS",2025,Value for: kilograms,38881.00,0.00,38881.00,38881.00,0.00,0.00,0.00,18901.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17022024,"Maple syrup, blended, described in add. US note 4 to Ch.17: subject to add. US note 9 to Ch.17",2025,Value for: kilograms,0.00,0.00,0.00,0.00,0.00,95991.00,0.00,0.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17022028,"Maple syrup, blended, described in add. US note 4 to Ch.17: not subject to gen note 15 or add. US note 9 to Ch.17",2025,Value for: kilograms,0.00,0.00,4147.00,0.00,4239.00,2610.00,0.00,0.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17022040,"Maple sugar and maple syrup, nesoi",2025,Value for: kilograms,38215283.00,29895254.00,43691427.00,19247968.00,30819222.00,23650823.00,35425376.00,22177254.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17023022,"Glucose & glucose syrup nt containing or containing in dry state less than 20% fructose; blended, see gen. note 15 of the schedule & prov.",2025,Value for: kilograms,9630.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17023028,"Glucose & glucose syrup not containing or containing in dry state less than 20% fructose; blended syrups (chap 17-note 4), nesoi",2025,Value for: kilograms,7001.00,33216.00,0.00,13748.00,0.00,3162.00,14742.00,15162.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17023040,"Glucose and glucose syrup, not containing fructose or in the dry state less than 20 percent by weight of fructose, nesoi",2025,Value for: kilograms,20299070.00,25862913.00,27213408.00,26914352.00,23963322.00,18472443.00,26860064.00,24237247.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17024040,"Glucose in solid form & glucose syrup, containing in dry state at least 20% but less than 50% by weight of fructose, nesoi",2025,Value for: kilograms,2672514.00,1601214.00,2666274.00,2625125.00,2811278.00,1842366.00,1872887.00,1935272.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17025000,Chemically pure fructose,2025,Value for: kilograms,368380.00,281632.00,1224399.00,1006569.00,155460.00,909520.00,564285.00,948304.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17026028,"Oth fructose & fruc. syrup contng in dry state >50% by wt. of fructose, blended syrup(see add'l U.S. note 4-chap 17), nesoi",2025,Value for: kilograms,5386.00,12494.00,17717.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17026040,"Glucose and glucose syrup, w/50% or more fructose, other than blended syrups described in add. US note 4 to Ch.17",2025,Value for: kilograms,12449725.00,13426976.00,14281645.00,11348277.00,13414758.00,14308755.00,13300266.00,11185275.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17029020,"Cane/beet sugars & syrups (incl. invert sugar); nesoi, w/soluble non-sugar solids 6% or less soluble solids, not subj to GN15/Ch17 US nte 5",2025,Value for: kilograms,37967.00,201091.00,9354.00,39707.00,21862.00,75192.00,897955.00,2910122.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17029035,Invert molasses,2025,Value for: liters,58889.00,3892050.00,3363.00,3909.00,39479.00,2762.00,6229435.00,2821235.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17029040,Other cane/beet syrups nesoi,2025,Value for: liters,501135.00,785461.00,973022.00,1080230.00,863806.00,1019635.00,1045022.00,555347.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17029058,"Blended syrups described in add. US note 4 to chap. 17, nesoi, not subject to add. US note 9 to Ch. 17",2025,Value for: kilograms,169195.00,122688.00,361398.00,98749.00,68448.00,159120.00,68382.00,63958.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17029068,"Sugars nesoi w/o 65% by dry wt. sugar, described in add. U.S note 2 to Ch.17: and not subj. to add. US note 7 to Ch.17",2025,Value for: kilograms,26151.00,57145.00,26175.00,42965.00,13358.00,26715.00,16628.00,4384.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17029090,"Sugars and sugar syrups, and articles containing sugar, neosi",2025,Value for: kilograms,14009846.00,13217078.00,15658635.00,17139815.00,12143723.00,16220170.00,17726773.00,16735996.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17031030,Cane molasses imported for (a) the commercial extraction of sugar or (b) human consumption,2025,Value for: liters,6303460.00,1088479.00,1320711.00,4329010.00,4828339.00,1238598.00,4730173.00,623299.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17031050,Cane molasses nesoi,2025,Value for: liters,17203395.00,11894741.00,10715885.00,18308947.00,12092103.00,6628023.00,7080526.00,5450481.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17039030,"Molasses, other than cane, imported for (a) the commercial extraction of sugar or (b) human consumption",2025,Value for: liters,163706.00,197789.00,329165.00,316711.00,213847.00,117064.00,147568.00,124450.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17039050,Molasses nesoi,2025,Value for: liters,124865.00,1892148.00,199632.00,73584.00,235235.00,2495447.00,176999.00,2673453.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17041000,"Chewing gum, not containing cocoa, whether or not sugar-coated",2025,Value for: kilograms,8492392.00,11330147.00,11263391.00,11073801.00,8551831.00,10402906.00,8889203.00,8054791.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17049010,"Candied nuts, not containing cocoa",2025,Value for: kilograms,1486799.00,1137853.00,928913.00,1042132.00,775456.00,1069821.00,1195559.00,678913.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17049025,"Sugar confectionary cough drops, not containing cocoa",2025,Value for: kilograms,6254013.00,7076039.00,9412706.00,9064651.00,8157251.00,9021990.00,8496525.00,5567047.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17049035,"Sugar confections or sweetmeats ready for consumption, not containing cocoa, other than candied nuts or cough drops",2025,Value for: kilograms,227714287.00,222092361.00,257221700.00,254144765.00,237568415.00,246774729.00,274027229.00,258457612.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17049054,"Sugar confectionery nesoi, w/o cocoa, dairy products subject to add. US note 1 to chap. 4: subject to add US note 10 to chapter 4",2025,Value for: kilograms,8132.00,44039.00,229779.00,6183.00,0.00,166504.00,0.00,15013.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17049058,"Sugar confectionery nesoi, w/o cocoa, dairy products subject to add. US note 1 to chap. 4: not subject to add US note 10 to chapter 4",2025,Value for: kilograms,1337827.00,1096373.00,1397113.00,778189.00,224354.00,858502.00,1644372.00,1475172.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17049068,"Sugar confectionery nesoi o/65% by dry wt. of sugar described in add. US note 2 to Ch. 17, w/o cocoa, not subj. to Ch17 US note 7",2025,Value for: kilograms,58322.00,23981.00,2278.00,0.00,0.00,3645.00,26743.00,20484.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17049078,"Sugar confectionery nesoi o/10% by dry wt. of sugar described in add. US note 3 to Ch. 17, w/o cocoa, not subj. to Ch17 US note 8",2025,Value for: kilograms,497624.00,166885.00,190276.00,491106.00,0.00,232076.00,874852.00,47983.00,0.00,0.00,0.00,0.00
General CIF Imports Value,17049090,"Sugar confectionery, w/o cocoa, nesoi",2025,Value for: kilograms,6958188.00,6181668.00,9882005.00,8340865.00,8085790.00,8262687.00,10055311.00,8899368.00,0.00,0.00,0.00,0.00
General CIF Imports Value,18010000,"Cocoa beans, whole or broken, raw or roasted",2025,Value for: kilograms,309400023.00,298339260.00,555798127.00,369255130.00,287804828.00,251028819.00,160858075.00,142172705.00,0.00,0.00,0.00,0.00
General CIF Imports Value,18020000,"Cocoa shells, husks, skins and other cocoa waste",2025,Value for: kilograms,0.00,0.00,0.00,13305.00,0.00,31158.00,22178.00,93011.00,0.00,0.00,0.00,0.00
General CIF Imports Value,18031000,"Cocoa paste, not defatted",2025,Value for: kilograms,47686080.00,64598224.00,135442210.00,88464779.00,93102344.00,137566235.00,91079757.00,124244892.00,0.00,0.00,0.00,0.00
General CIF Imports Value,18032000,"Cocoa paste, wholly or partly defatted",2025,Value for: kilograms,26670613.00,38548293.00,46042029.00,38186614.00,16025332.00,25897813.00,19511709.00,33553605.00,0.00,0.00,0.00,0.00
General CIF Imports Value,18040000,"Cocoa butter, fat and oil",2025,Value for: kilograms,232078916.00,178197428.00,248458050.00,284607511.00,265561237.00,289410333.00,254313296.00,121908182.00,0.00,0.00,0.00,0.00
General CIF Imports Value,18050000,"Cocoa powder, not containing added sugar or other sweetening matter",2025,Value for: kilograms,53770699.00,52453034.00,63079527.00,83034321.00,52506862.00,90299054.00,74029611.00,81295030.00,0.00,0.00,0.00,0.00
General CIF Imports Value,18061005,"Cocoa powder, sweetened, w/less than 65% by dry wt. sugar, subject to gen. note 15 of the HTS",2025,Value for: kilograms,0.00,0.00,0.00,0.00,0.00,0.00,31202.00,0.00,0.00,0.00,0.00,0.00
General CIF Imports Value,18061010,"Cocoa powder, sweetened, w/less than 65% by dry wt. sugar, subject to add US note 1 to Ch. 18",2025,Value for: kilograms,163270.00,106344.00,287605.00,267703.00,253877.00,15059.00,219875.00,15246.00,0.00,0.00,0.00,0.00
General CIF Imports Value,18061015,"Cocoa powder, sweetened, w/less than 65% by dry wt. sugar, not subject to gen note 15 or add US note 1 to Ch. 18",2025,Value for: kilograms,32684.00,57968.00,133326.00,120879.00,56177.00,75543.00,278811.00,699727.00,0.00,0.00,0.00,0.00
General CIF Imports Value,18061028,"Cocoa powder, o/65% but less than 90% by dry wt of sugar, described in add US note 2 to Ch.17: not subj. to add US note 7 to Ch. 17",2025,Value for: kilograms,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3853.00,0.00,0.00,0.00,0.00
General CIF Imports Value,18061034,"Cocoa powder, sweetened, neosi, subject to add US note 1 to Ch. 18",2025,Value for: kilograms,118031.00,0.00,67896.00,4505.00,0.00,0.00,89362.00,46564.00,0.00,0.00,0.00,0.00
General CIF Imports Value,18061038,"Cocoa powder, sweetened, neosi, not subject to add US note 1 to Ch. 18",2025,Value for: kilograms,48272.00,46102.00,67401.00,0.00,0.00,44658.00,8393.00,14030.00,0.00,0.00,0.00,0.00
General CIF Imports Value,18061055,"Cocoa powder, o/90% by dry wt of sugar, described in add US note 2 to Ch. 17: not subject to add US note 7 to Ch. 17",2025,Value for: kilograms,6663.00,5234.00,465145.00,1105620.00,4471.00,1036429.00,1742632.00,1302376.00,0.00,0.00,0.00,0.00
General CIF Imports Value,18061075,"Cocoa powder, o/90% by dry wt of sugar, neosi",2025,Value for: kilograms,3917.00,13802.00,14597.00,0.00,4725.00,0.00,6280.00,16251.00,0.00,0.00,0.00,0.00
General CIF Imports Value,18062020,"Preparation consist wholly of ground cocoa beans, cont. n/o 32% butterfat and 60% sugar, in blocks or slabs 4.5 kg or more each",2025,Value for: kilograms,21353542.00,19214811.00,38643156.00,16029248.00,23480370.00,17417058.00,16725516.00,11315003.00,0.00,0.00,0.00,0.00
General CIF Imports Value,18062024,"Chocolate, ov 2kg, cont. milk solids, not in blocks 4.5 kg or more, subj. to add US note 2 to Ch. 18, not GN15, ov 5.5 pc bf",2025,Value for: kilograms,6842267.00,5379386.00,10062951.00,17096191.00,10380500.00,13145039.00,8873159.00,11597028.00,0.00,0.00,0.00,0.00
General CIF Imports Value,18062028,"Chocolate, ov 2kg, cont. milk solids, not in blocks 4.5 kg or more, not GN15, ov 5.5 pc bf ov 21% milk solids",2025,Value for: kilograms,170090.00,6191.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General CIF Imports Value,18062036,"Chocolate, ov 2kg, cont. milk solids, not in blocks 4.5 kg or more, less than 21% milk solids, not subj. to Ch18 US note 3/GN15",2025,Value for: kilograms,156517.00,143986.00,572368.00,0.00,750080.00,248205.00,474311.00,254725.00,0.00,0.00,0.00,0.00
General CIF Imports Value,18062038,"Chocolate, ov 2kg, cont. milk solids, not in blocks 4.5 kg or more, 21% or more milk solids, not GN15",2025,Value for: kilograms,285791.00,14444.00,122042.00,181881.00,7441.00,118491.00,53293.00,18433.00,0.00,0.00,0.00,0.00
General CIF Imports Value,18062050,"Chocolate, ov 2kg, cont. milk solids, not in blocks 4.5 kg or more, no milk solids, not GN15",2025,Value for: kilograms,95444952.00,96823001.00,106113088.00,78336231.00,75704943.00,74958804.00,69484696.00,65176786.00,0.00,0.00,0.00,0.00
General CIF Imports Value,18062060,"Confectioners' coatings & other products, not less than 6.8% non-fat solids of the cocoa bean nib and not less than 15% vegetable fats",2025,Value for: kilograms,16446303.00,15659025.00,19766301.00,18698332.00,14666441.00,16206148.00,16914874.00,17069326.00,0.00,0.00,0.00,0.00
General CIF Imports Value,18062073,"Chocolate/oth preps with cocoa, ov 2kg but n/o 4.5 kg, o/65% by wt of sugar, desc in Ch17 US nte 2, not subj. to Ch17 US note 7",2025,Value for: kilograms,64129.00,11411.00,5197.00,11013.00,0.00,93980.00,63195.00,0.00,0.00,0.00,0.00,0.00
General CIF Imports Value,18062077,"Chocolate/oth preps with cocoa, ov 2kg but n/o 4.5 kg, o/65% by wt of sugar, desc in add US nte 3 to Ch. 17: not subj. to Ch17 US note 8",2025,Value for: kilograms,0.00,0.00,0.00,0.00,0.00,11533.00,22199.00,0.00,0.00,0.00,0.00,0.00
General CIF Imports Value,18062078,"Chocolate/oth preps with cocoa, ov 2kg but n/o 4.5 kg, o/65% by wt of sugar, neosi",2025,Value for: kilograms,2545.00,0.00,0.00,0.00,105841.00,76598.00,64848.00,153449.00,0.00,0.00,0.00,0.00
General CIF Imports Value,18062082,"Chocolate/oth preps w/cocoa, o/2kg but n/o4.5 kg (dairy prod. of Ch4 US note 1), n/o 65% sugar, less th 21% milk solid, not GN15",2025,Value for: kilograms,0.00,0.00,0.00,15955.00,0.00,0.00,2573.00,8910.00,0.00,0.00,0.00,0.00
General CIF Imports Value,18062083,"Chocolate/oth preps w/cocoa, o/2kg but n/o4.5 kg (dairy prod. of Ch4 US note 10), n/o 65% sugar, 21% or more milk solids, not GN15",2025,Value for: kilograms,8233040.00,933497.00,5360602.00,757453.00,2412924.00,1206552.00,1986030.00,3622461.00,0.00,0.00,0.00,0.00
