Data Type,HTS Number,Description,Year,Quantity Description,January,February,March,April,May,June,July,August,September,October,November,December
General CIF Imports Value,01012100,Live purebred breeding horses,2022,Value for: number,16912494.00,6945234.00,3608314.00,2266685.00,3476562.00,4843027.00,8123896.00,5495786.00,8101893.00,36165573.00,7104741.00,6311490.00
General CIF Imports Value,01012900,Live horses other than purebred breeding horses,2022,Value for: number,93713572.00,64240216.00,37429053.00,42507450.00,34068536.00,43468589.00,42355294.00,45283044.00,58721665.00,61369281.00,81554195.00,83641633.00
General CIF Imports Value,01013000,Live asses,2022,Value for: number,239914.00,25854.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General CIF Imports Value,01019040,Mules and hinnies not imported for immediate slaughter,2022,Value for: number,7870.00,0.00,4020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General CIF Imports Value,01022100,Live purebred breeding cattle,2022,Value for: number,875243.00,988776.00,1211465.00,1296762.00,1084361.00,1337044.00,1145131.00,835878.00,945104.00,843888.00,1189702.00,1429519.00
General CIF Imports Value,01022920,Cows imported specially for dairy purposes,2022,Value for: number,1236551.00,1052063.00,400140.00,528000.00,506718.00,548000.00,792446.00,504700.00,290273.00,144200.00,202300.00,573056.00
General CIF Imports Value,01022940,Live cattle other than purebred or those imported for dairy purposes,2022,Value for: number,128969055.00,151036823.00,190415679.00,137443990.00,140894729.00,134820321.00,105435181.00,123035341.00,110649888.00,128641652.00,177830468.00,177832958.00
General CIF Imports Value,01023100,Live purebred breeding buffalo,2022,Value for: number,0.00,0.00,0.00,13350.00,49950.00,16100.00,0.00,0.00,6100.00,0.00,0.00,0.00
General CIF Imports Value,01023900,"Live buffalo, other than purebred breeding animals",2022,Value for: number,7048955.00,5396293.00,7357359.00,6012408.00,5911313.00,6866804.00,5484396.00,5948661.00,4718144.00,5313345.00,5946292.00,4614132.00
General CIF Imports Value,01029000,"Live bovine animals, other than cattle and buffalo",2022,Value for: number,0.00,22638.00,0.00,46150.00,0.00,37600.00,59800.00,0.00,0.00,0.00,0.00,2999.00
General CIF Imports Value,01031000,Live purebred breeding swine,2022,Value for: number,0.00,72092.00,0.00,0.00,0.00,48592.00,0.00,0.00,0.00,155235.00,0.00,2746.00
General CIF Imports Value,01039100,"Live swine, other than purebred breeding swine, weighing less than 50 kg each",2022,Value for: number,20778043.00,22477136.00,25873002.00,22309777.00,18562590.00,18114646.00,15774159.00,18185877.00,18068816.00,14541109.00,17926504.00,18992869.00
General CIF Imports Value,01039200,"Live swine, other than purebred breeding swine, weighing 50 kg or more",2022,Value for: number,19112564.00,21863890.00,36667985.00,33138076.00,32082495.00,29180095.00,28062366.00,34681444.00,28678479.00,29349544.00,27292610.00,22070153.00
General CIF Imports Value,01041000,Live sheep,2022,Value for: number,242865.00,221899.00,231465.00,125658.00,146359.00,172052.00,76159.00,115725.00,224803.00,100546.00,123503.00,111221.00
General CIF Imports Value,01042000,Live goats,2022,Value for: number,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31500.00
General CIF Imports Value,01051100,Live chickens weighing not over 185 g each,2022,Value for: number,1980089.00,1179415.00,1920864.00,515292.00,440332.00,1500340.00,1083642.00,972712.00,1438290.00,487818.00,668756.00,575091.00
General CIF Imports Value,01051200,Live turkeys weighing not more than over 185 g each,2022,Value for: number,1276042.00,1225049.00,1744949.00,1074160.00,1723780.00,1690260.00,1700275.00,1382128.00,1807997.00,1270473.00,1704612.00,1357138.00
General CIF Imports Value,01051300,"Live ducks, weighing not more than 185 g each",2022,Value for: number,160000.00,148917.00,183888.00,154406.00,212080.00,237219.00,146188.00,151484.00,159625.00,208490.00,191262.00,144928.00
General CIF Imports Value,01051400,"Live geese, weighing not more than 185 g each",2022,Value for: number,12322.00,0.00,7452.00,13310.00,32549.00,23573.00,0.00,0.00,0.00,0.00,0.00,0.00
General CIF Imports Value,01059400,Live Poultry;Chickens,2022,Value for: number,109694.00,0.00,201490.00,77154.00,0.00,0.00,86911.00,138544.00,0.00,0.00,0.00,93651.00
General CIF Imports Value,01059900,"Live ducks, geese, turkeys and guineas, weighing over 185 g each",2022,Value for: number,672059.00,522782.00,398833.00,947332.00,732957.00,1458575.00,1345299.00,806631.00,1344389.00,838050.00,591185.00,551416.00
General CIF Imports Value,01061100,Live primates,2022,Value for: number,26284402.00,16422000.00,21963440.00,33889000.00,22509757.00,19072982.00,10216142.00,28192314.00,21250978.00,25423479.00,23419486.00,12922131.00
General CIF Imports Value,01061400,Live rabbits and hares,2022,Value for: number,489141.00,439327.00,462284.00,442909.00,552696.00,422051.00,511989.00,440718.00,508825.00,642330.00,507341.00,356775.00
General CIF Imports Value,01061930,Live foxes,2022,Value for: number,0.00,0.00,0.00,0.00,8168.00,18849.00,0.00,0.00,0.00,3556.00,14374.00,0.00
General CIF Imports Value,01061991,"Live mammals, not elsewhere specified or included",2022,Value for: number,6562767.00,8117763.00,9217203.00,5160387.00,7065216.00,6447493.00,4077503.00,5954647.00,8408696.00,6376018.00,6211635.00,4916373.00
General CIF Imports Value,01062000,Live reptiles (including snakes and turtles),2022,Value for: number,915641.00,1096243.00,1637772.00,2252227.00,2201527.00,1862706.00,1165940.00,1549782.00,1504085.00,1002231.00,1589569.00,1044148.00
General CIF Imports Value,01063100,Live birds of prey,2022,Value for: number,0.00,13969.00,0.00,33326.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General CIF Imports Value,01063901,"Live birds, other than poultry, birds of prey or psittaciforme birds",2022,Value for: number,171283.00,188671.00,257913.00,181422.00,46411.00,186790.00,201683.00,209491.00,192015.00,87596.00,121626.00,219836.00
General CIF Imports Value,01064100,Bees,2022,Value for: kilograms,42634.00,4206.00,6408.00,66798.00,197976.00,183661.00,165591.00,127385.00,67607.00,18628.00,5183.00,5889.00
General CIF Imports Value,01064900,Live insects other than bees,2022,Value for: kilograms,1696078.00,2776566.00,10378734.00,5459929.00,1782087.00,1022585.00,1035270.00,1083001.00,739252.00,780913.00,914814.00,860184.00
General CIF Imports Value,01069001,"Live animals other than mammals, reptiles, insects, and birds",2022,Value for: kilograms,4191602.00,4203318.00,6717445.00,7464927.00,10398369.00,10792786.00,8899143.00,8177154.00,6148357.00,3744309.00,3454806.00,3306250.00
General CIF Imports Value,02011010,"Bovine carcasses and halves, fresh or chld., descr. in add. US note 3 to Ch. 2",2022,Value for: kilograms,172032.00,181694.00,212587.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General CIF Imports Value,02011050,"Bovine carcasses and halves, fresh or chld., other than descr. in gen. note 15 or add. US note 3 to Ch. 2",2022,Value for: kilograms,2233639.00,2086145.00,2772452.00,2184619.00,2824845.00,2867509.00,2431756.00,3031572.00,2706536.00,2990166.00,3017669.00,2808998.00
General CIF Imports Value,02012010,"High-qual. beef cuts, w/bone in, processed, fresh or chld., descr in add. US note 3 to Ch. 2",2022,Value for: kilograms,669776.00,727256.00,695744.00,723578.00,590302.00,439034.00,399882.00,442995.00,307881.00,432950.00,563482.00,496366.00
General CIF Imports Value,02012030,"Bovine meat cuts (except high-qual. beef cuts), w/bone in, processed, fresh or chld., descr in add. US note 3 to Ch. 2",2022,Value for: kilograms,1770112.00,1402594.00,1964117.00,1255362.00,1687202.00,1313075.00,1238933.00,1695394.00,1928118.00,1927342.00,1667075.00,1715506.00
General CIF Imports Value,02012050,"Bovine meat cuts, w/bone in, not processed, fresh or chld., descr in add. US note 3 to Ch. 2",2022,Value for: kilograms,70674695.00,73048170.00,86271396.00,75009202.00,68972923.00,64360848.00,58720314.00,58370626.00,60490799.00,70854082.00,75606687.00,73744467.00
General CIF Imports Value,02012080,"Bovine meat cuts, w/bone in, fresh or chld., not descr in gen. note 15 or add. US note 3 to Ch. 2",2022,Value for: kilograms,1339148.00,2041712.00,2665682.00,2497172.00,2492006.00,2041320.00,1731166.00,1548238.00,1118520.00,1783686.00,2030525.00,1740625.00
General CIF Imports Value,02013010,"High-qual. beef cuts, boneless, processed, fresh or chld., descr in add. US note 3 to Ch. 2",2022,Value for: kilograms,2384006.00,2183130.00,2552952.00,2100732.00,2351593.00,2041207.00,2540267.00,2787236.00,2464852.00,2331576.00,2963447.00,2556398.00
General CIF Imports Value,02013030,"Bovine meat cuts (except high-qual. beef cuts), boneless, processed, fresh or chld., descr in add. US note 3 to Ch. 2",2022,Value for: kilograms,5641847.00,6420241.00,6419292.00,5471560.00,6810048.00,6154760.00,6665145.00,7393223.00,6259571.00,5814888.00,6509707.00,5163883.00
General CIF Imports Value,02013050,"Bovine meat cuts, boneless, not processed, fresh or chld., descr in add. US note 3 to Ch. 2",2022,Value for: kilograms,337325364.00,318864934.00,327465067.00,324397744.00,318845500.00,292775188.00,305212654.00,314747782.00,306274207.00,316718866.00,295643523.00,279496055.00
General CIF Imports Value,02013080,"Bovine meat cuts, boneless, fresh or chld., not descr in gen. note 15 or add. US note 3 to Ch. 2",2022,Value for: kilograms,3938514.00,5607039.00,9324415.00,10151133.00,13162376.00,11261285.00,10460679.00,10461594.00,9601057.00,11084181.00,11181224.00,8806385.00
General CIF Imports Value,02021050,"Bovine carcasses and halves, frozen, other than descr. in gen. note 15 or add. US note 3 to Ch. 2",2022,Value for: kilograms,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60370.00,0.00,0.00,76197.00,0.00
General CIF Imports Value,02022010,"High-qual. beef cuts, w/bone in, processed, frozen, descr in add. US note 3 to Ch. 2",2022,Value for: kilograms,26504.00,30396.00,61281.00,46066.00,2212.00,0.00,4794.00,0.00,0.00,3991.00,0.00,62363.00
General CIF Imports Value,02022030,"Bovine meat cuts (except high-qual. beef cuts), w/bone in, processed, frozen, descr in add. US note 3 to Ch. 2",2022,Value for: kilograms,142997.00,217064.00,574519.00,346909.00,290615.00,57397.00,31163.00,0.00,0.00,0.00,0.00,0.00
General CIF Imports Value,02022050,"Bovine meat cuts, w/bone in, not processed, frozen, descr in add. US note 3 to Ch. 2",2022,Value for: kilograms,4731694.00,4126221.00,3283265.00,2299615.00,2510670.00,1983628.00,2330642.00,2153314.00,2380823.00,2245307.00,2805917.00,3302670.00
General CIF Imports Value,02022080,"Bovine meat cuts, w/bone in, frozen, not descr in gen. note 15 or add. US note 3 to Ch. 2",2022,Value for: kilograms,367954.00,207099.00,282033.00,1064733.00,790123.00,537794.00,1069035.00,868493.00,1272724.00,923997.00,1046633.00,919887.00
General CIF Imports Value,02023010,"High-qual. beef cuts, boneless, processed, frozen, descr in add. US note 3 to Ch. 2",2022,Value for: kilograms,3087410.00,3827732.00,3966274.00,3644947.00,3095960.00,3550248.00,3476060.00,3044651.00,2629747.00,2763650.00,2696307.00,2031334.00
General CIF Imports Value,02023030,"Bovine meat cuts (except high-qual. beef cuts), boneless, processed, frozen, descr in add. US note 3 to Ch. 2",2022,Value for: kilograms,12173130.00,11537780.00,14630463.00,11020089.00,12565964.00,13563271.00,10664646.00,15615098.00,14003121.00,10045295.00,13041573.00,12403730.00
General CIF Imports Value,02023050,"Bovine meat cuts, boneless, not processed, frozen, descr in add. US note 3 to Ch. 2",2022,Value for: kilograms,333958567.00,236306213.00,349763207.00,190981514.00,217404882.00,192406911.00,172463908.00,165861610.00,141839449.00,159384211.00,160129433.00,191314605.00
General CIF Imports Value,02023080,"Bovine meat cuts, boneless, frozen, not descr in gen. note 15 or add. US note 3 to Ch. 2",2022,Value for: kilograms,7021002.00,3470053.00,18319126.00,49045522.00,35265293.00,26516808.00,32107293.00,27125956.00,22154721.00,20451807.00,15981092.00,17514210.00
General CIF Imports Value,02031100,"Carcasses and half-carcasses of swine, fresh or chilled",2022,Value for: kilograms,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130293.00,149977.00
General CIF Imports Value,02031210,"Fresh or chilled retail cuts of ham, shoulders and cuts thereof, with bone in",2022,Value for: kilograms,2024066.00,2364501.00,2444588.00,1352991.00,1222810.00,1362250.00,1272114.00,1353320.00,1475426.00,1330724.00,1593180.00,1479880.00
General CIF Imports Value,02031290,"Fresh or chilled hams, shoulders and cuts thereof, with bone in, other than processed",2022,Value for: kilograms,12309135.00,11610054.00,15010813.00,13904054.00,13901057.00,16070527.00,16801739.00,16833385.00,13151695.00,14614286.00,14826602.00,15881371.00
General CIF Imports Value,02031920,"Meat of swine nesoi, retail cuts, fresh or chilled",2022,Value for: kilograms,7875690.00,8766871.00,12619548.00,9527912.00,10463744.00,10379357.00,7156306.00,7863218.00,5874764.00,5466843.00,4768667.00,5483110.00
General CIF Imports Value,02031940,"Meat of swine, nesoi, non retail cuts, fresh or chilled",2022,Value for: kilograms,53822497.00,65376430.00,76039324.00,65764641.00,64636188.00,63525461.00,61630083.00,67535632.00,56151959.00,53532648.00,50161952.00,45293106.00
General CIF Imports Value,02032100,"Carcasses and half-carcasses of swine, frozen",2022,Value for: kilograms,0.00,302447.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,132659.00,0.00,0.00
General CIF Imports Value,02032210,"Frozen retail cuts of hams, shoulders and cuts thereof, with bone in",2022,Value for: kilograms,0.00,58981.00,73774.00,19525.00,0.00,0.00,0.00,0.00,18837.00,129584.00,417495.00,51130.00
General CIF Imports Value,02032290,"Frozen hams, shoulders and cuts thereof, with bone in, other than retail cuts",2022,Value for: kilograms,1476091.00,2861147.00,967524.00,1284622.00,1188799.00,1095660.00,1009792.00,1234165.00,899241.00,1534751.00,1646843.00,2420951.00
General CIF Imports Value,02032920,"Frozen retail cuts of meat of swine, nesoi",2022,Value for: kilograms,2600156.00,3678544.00,2704033.00,2559875.00,2462020.00,2200003.00,960948.00,2045808.00,3029654.00,3054805.00,2606027.00,1514829.00
General CIF Imports Value,02032940,"Frozen meat of swine, other than retail cuts, nesoi",2022,Value for: kilograms,70903816.00,69626506.00,78685237.00,95968383.00,78975633.00,78464370.00,62868283.00,58577551.00,51813064.00,45951219.00,48441828.00,39509980.00
General CIF Imports Value,02041000,"Carcasses and half-carcasses of lamb, fresh or chilled",2022,Value for: kilograms,85671.00,0.00,17273.00,0.00,520115.00,258680.00,727952.00,705454.00,313359.00,35367.00,27714.00,0.00
General CIF Imports Value,02042100,"Carcasses and half-carcasses of sheep, other than lamb, fresh or chilled",2022,Value for: kilograms,140388.00,137068.00,0.00,133732.00,0.00,120317.00,128034.00,140252.00,0.00,0.00,0.00,0.00
General CIF Imports Value,02042220,"Cuts of lamb meat with bone in, fresh or chilled",2022,Value for: kilograms,42859268.00,29184553.00,72971404.00,53521085.00,46927543.00,44731616.00,47131997.00,42766516.00,38348198.00,40825691.00,56590613.00,40432437.00
General CIF Imports Value,02042240,"Cuts of sheep meat with bone in, nesoi, fresh or chilled",2022,Value for: kilograms,0.00,0.00,0.00,121931.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General CIF Imports Value,02042320,"Boneless meat of lamb, fresh or chilled",2022,Value for: kilograms,13491337.00,8117589.00,22228045.00,18316013.00,14758420.00,14270577.00,12019997.00,13586590.00,11312276.00,11839558.00,15420026.00,12572158.00
General CIF Imports Value,02042340,"Boneless meat of sheep, nesoi, fresh or chilled",2022,Value for: kilograms,0.00,0.00,0.00,0.00,0.00,0.00,0.00,291429.00,0.00,0.00,143472.00,0.00
General CIF Imports Value,02043000,"Carcasses and half-carcasses of lamb, frozen",2022,Value for: kilograms,1601064.00,2214653.00,2797400.00,2026203.00,5025188.00,2885242.00,3633983.00,1124045.00,2138336.00,1711907.00,1095562.00,1582332.00
General CIF Imports Value,02044100,"Carcasses and half-carcasses of sheep, other than lamb, frozen",2022,Value for: kilograms,3425171.00,2186307.00,2061986.00,834206.00,2433240.00,1142618.00,2071508.00,1577594.00,2237718.00,1827651.00,1024280.00,3147835.00
General CIF Imports Value,02044220,"Cuts of lamb meat with bone in, frozen",2022,Value for: kilograms,34574131.00,29838051.00,35892143.00,40884992.00,47516659.00,45907621.00,42610466.00,37839517.00,35271912.00,29876014.00,29066608.00,26932118.00
General CIF Imports Value,02044240,"Cuts of sheep meat with bone in, nesoi, frozen",2022,Value for: kilograms,12682979.00,5602582.00,7065884.00,5103175.00,6770696.00,4311295.00,3543808.00,6842205.00,7024916.00,5049524.00,8277994.00,10571411.00
General CIF Imports Value,02044320,"Boneless meat of lamb, frozen",2022,Value for: kilograms,14717671.00,10117660.00,13784317.00,14198019.00,15907170.00,17376891.00,26293164.00,21058599.00,25858115.00,21716964.00,21313528.00,16675192.00
General CIF Imports Value,02044340,"Boneless meat of sheep, nesoi, frozen",2022,Value for: kilograms,224600.00,0.00,0.00,0.00,0.00,0.00,744940.00,801784.00,342731.00,510390.00,186876.00,17795.00
General CIF Imports Value,02045000,"Meat of goats, fresh, chilled or frozen",2022,Value for: kilograms,20825991.00,11977228.00,14620555.00,23393340.00,19357484.00,13834638.00,6632229.00,5666355.00,12741941.00,10407121.00,8149830.00,6202645.00
General CIF Imports Value,02050000,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen",2022,Value for: kilograms,291972.00,155477.00,121194.00,219169.00,238430.00,245871.00,166881.00,180318.00,179403.00,232505.00,283382.00,164687.00
General CIF Imports Value,02061000,"Edible offal of bovine animals, fresh or chilled",2022,Value for: kilograms,10171795.00,12054469.00,9390359.00,10364422.00,10189165.00,10183184.00,9699108.00,10013929.00,10253265.00,9584721.00,9105507.00,9592019.00
General CIF Imports Value,02062100,"Tongues of bovine animals, frozen",2022,Value for: kilograms,1507936.00,1774936.00,792435.00,628143.00,776006.00,856234.00,1135285.00,802691.00,991118.00,996698.00,577392.00,768620.00
General CIF Imports Value,02062200,"Livers of bovine animals, frozen",2022,Value for: kilograms,33536.00,6738.00,60141.00,123393.00,23168.00,31843.00,92480.00,43834.00,93983.00,85711.00,74398.00,39721.00
General CIF Imports Value,02062900,"Edible offal of bovine animals, except tongues or livers, frozen",2022,Value for: kilograms,28860990.00,29540702.00,23871772.00,27857211.00,21779100.00,20779650.00,20807711.00,24727289.00,21843698.00,23947889.00,22476148.00,21720639.00
General CIF Imports Value,02063000,"Edible offal of swine, fresh or chilled",2022,Value for: kilograms,1149038.00,1418321.00,1598107.00,1206001.00,1319089.00,1490091.00,1776260.00,1568057.00,1331971.00,1369651.00,1351043.00,1348969.00
General CIF Imports Value,02064100,"Livers of swine, frozen",2022,Value for: kilograms,452594.00,427181.00,556560.00,289337.00,710876.00,404468.00,212096.00,233354.00,114822.00,238131.00,215895.00,201843.00
General CIF Imports Value,02064900,"Edible offal of swine, except liver, frozen",2022,Value for: kilograms,4812678.00,2436323.00,3966153.00,3581499.00,3604752.00,3884485.00,4575865.00,4879074.00,3623695.00,3908922.00,3865160.00,3745387.00
General CIF Imports Value,02069000,"Edible offal of sheep, goats, horses, asses, mules or hinnies, frozen",2022,Value for: kilograms,2056880.00,1606468.00,2111386.00,2518363.00,1990555.00,2469801.00,2398758.00,2177613.00,2553928.00,2315811.00,2472275.00,3375115.00
General CIF Imports Value,02071100,"Chickens, not cut in pieces, fresh or chilled",2022,Value for: kilograms,943451.00,1028974.00,1394955.00,1077003.00,1416137.00,1421940.00,1045601.00,1122535.00,1372194.00,1157837.00,1372153.00,1064774.00
General CIF Imports Value,02071200,"Chickens, not cut in pieces, frozen",2022,Value for: kilograms,814106.00,552190.00,915782.00,419139.00,539783.00,332450.00,50524.00,312213.00,766610.00,485974.00,202877.00,41405.00
General CIF Imports Value,02071300,"Cuts and offal of chickens, fresh or chilled",2022,Value for: kilograms,3737385.00,4225699.00,5030690.00,4147783.00,5100642.00,5423480.00,5041177.00,5538880.00,5051008.00,3474070.00,4753427.00,4274435.00
General CIF Imports Value,02071400,"Cuts and offal of chickens, frozen",2022,Value for: kilograms,29174730.00,25163452.00,32723699.00,32086035.00,24901174.00,36245634.00,33380810.00,39491865.00,26643703.00,29785812.00,17791368.00,15378628.00
General CIF Imports Value,02072400,"Turkeys, not cut in pieces, fresh or chilled",2022,Value for: kilograms,9241.00,36103.00,36161.00,162833.00,347799.00,202260.00,415587.00,403474.00,43845.00,153084.00,648195.00,38425.00
General CIF Imports Value,02072540,"Turkeys, not cut in pieces, valued 88 cents or more per kg, frozen",2022,Value for: kilograms,171329.00,63550.00,461799.00,505206.00,861728.00,1679872.00,528466.00,1818231.00,1225612.00,1641625.00,1998614.00,48350.00
General CIF Imports Value,02072600,"Cuts and offal of turkeys, fresh or chilled",2022,Value for: kilograms,245853.00,221428.00,434732.00,196481.00,465867.00,399995.00,314175.00,629335.00,357909.00,235792.00,798343.00,304665.00
General CIF Imports Value,02072700,"Cuts and offal of turkeys, frozen",2022,Value for: kilograms,3439999.00,3866320.00,5630193.00,4079198.00,9280082.00,11491323.00,11848827.00,12829206.00,13306532.00,17523873.00,11796751.00,13253075.00
General CIF Imports Value,02074200,"Ducks, not cut in pieces, frozen",2022,Value for: kilograms,113385.00,93977.00,168548.00,24289.00,0.00,0.00,0.00,0.00,0.00,51664.00,82000.00,61438.00
General CIF Imports Value,02074500,"Cuts and offal of ducks, frozen",2022,Value for: kilograms,723081.00,828222.00,922912.00,1072278.00,647405.00,953786.00,783801.00,911733.00,967943.00,779764.00,1118904.00,934711.00
General CIF Imports Value,02075200,"Geese, not cut in pieces, frozen",2022,Value for: kilograms,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56337.00,0.00,0.00
General CIF Imports Value,02075500,"Cuts and offal of geese, frozen",2022,Value for: kilograms,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29141.00,0.00,0.00
General CIF Imports Value,02081000,"Meat and edible meat offal of rabbits or hares, fresh, chilled or frozen",2022,Value for: kilograms,375448.00,260300.00,790313.00,499126.00,642551.00,629798.00,575536.00,558860.00,511880.00,496318.00,426547.00,462964.00
General CIF Imports Value,02085000,"Meat and edible meat offal of reptiles, fresh, chilled or frozen",2022,Value for: kilograms,0.00,0.00,60573.00,57995.00,0.00,98480.00,0.00,0.00,0.00,0.00,0.00,0.00
General CIF Imports Value,02086000,"Meat and edible meat offal of camels and other camelids, fresh, chilled or frozen",2022,Value for: kilograms,0.00,0.00,0.00,0.00,164032.00,397659.00,0.00,485297.00,210770.00,0.00,0.00,0.00
General CIF Imports Value,02089020,"Meat and edible offal of deer, fresh, chilled or frozen",2022,Value for: kilograms,2809096.00,2362628.00,2883636.00,3007504.00,5259607.00,3179525.00,2850735.00,2199387.00,3182488.00,2862213.00,3104242.00,3120769.00
General CIF Imports Value,02089025,"Frog legs, fresh, chilled or frozen",2022,Value for: kilograms,1524333.00,1139461.00,446742.00,287588.00,677213.00,591910.00,956279.00,1170150.00,820730.00,1796447.00,983388.00,1298122.00
General CIF Imports Value,02089030,"Fresh, chilled or frozen quail, eviscerated, not in pieces",2022,Value for: kilograms,375698.00,166219.00,367961.00,354497.00,46920.00,669175.00,463158.00,510454.00,32667.00,151810.00,153494.00,266519.00
General CIF Imports Value,02089091,"Other meat and edible meat offal not elsewhere specified or included, fresh, chilled or frozen",2022,Value for: kilograms,533831.00,60503.00,402854.00,125386.00,181308.00,95246.00,172485.00,237452.00,192154.00,435741.00,617609.00,395464.00
General CIF Imports Value,02091000,"Pig fat, free of lean meat,  fresh, chilled, frozen, salted, in brine, dried or smoked",2022,Value for: kilograms,1524643.00,1326699.00,1514068.00,1467709.00,1584501.00,1130840.00,619692.00,875155.00,1172972.00,1706648.00,1437629.00,936661.00
General CIF Imports Value,02099000,"Poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked",2022,Value for: kilograms,8156.00,4014.00,49547.00,12723.00,73131.00,15911.00,37257.00,41102.00,21616.00,80117.00,0.00,120026.00
General CIF Imports Value,02101100,"Hams, shoulders and cuts thereof with bone in, salted, in brine, dried or smoked",2022,Value for: kilograms,963469.00,1145572.00,2263229.00,1047819.00,2041540.00,2753012.00,2043594.00,5043891.00,2163956.00,3637149.00,2573430.00,1209115.00
General CIF Imports Value,02101200,"Bellies (streaky) and cuts thereof of swine, salted, in brine, dried or smoked",2022,Value for: kilograms,8529504.00,9741174.00,12061818.00,10760495.00,11145794.00,11681221.00,10463268.00,10147420.00,10960213.00,11431172.00,8619147.00,11797471.00
General CIF Imports Value,02101900,"Meat of swine other than hams, shoulders, bellies (streaky) and cuts thereof, salted, in brine, dried or smoked",2022,Value for: kilograms,13988801.00,14988808.00,22651925.00,19322881.00,13342386.00,19985589.00,19227137.00,25539964.00,15098867.00,22824084.00,23502616.00,17130336.00
General CIF Imports Value,02102000,"Meat of bovine animals, salted, in brine, dried or smoked",2022,Value for: kilograms,149296.00,161228.00,256572.00,186551.00,561449.00,184448.00,75772.00,201090.00,213451.00,157607.00,266326.00,574188.00
General CIF Imports Value,02109920,"Meat and edible offal of poultry of heading 0105, in brine, dried or smoked; edible flours and meals thereof",2022,Value for: kilograms,178034.00,136526.00,343137.00,180180.00,0.00,487047.00,266259.00,0.00,343279.00,85962.00,287399.00,109364.00
General CIF Imports Value,02109991,"Meat and edible offal not elsewhere specified or included, salted, in brine, dried or smoked; edible flours and meals thereof",2022,Value for: kilograms,55514.00,0.00,0.00,27971.00,19798.00,0.00,0.00,0.00,19739.00,67066.00,0.00,0.00
General CIF Imports Value,03011100,Live ornamental freshwater fish,2022,Value for: kilograms,7094469.00,7197182.00,7260954.00,7475097.00,6364161.00,6108911.00,5619362.00,5517467.00,5031433.00,5416880.00,6057464.00,5662195.00
General CIF Imports Value,03011900,"Live ornamental fish, other than freshwater",2022,Value for: kilograms,1558971.00,1592814.00,1782544.00,1458419.00,1247554.00,1457064.00,1144291.00,1218793.00,1237608.00,1340767.00,1542315.00,1299148.00
General CIF Imports Value,03019100,Live trout,2022,Value for: kilograms,74812.00,58278.00,163845.00,186706.00,101136.00,204879.00,92972.00,279097.00,158169.00,165394.00,174617.00,254682.00
General CIF Imports Value,03019200,Live eels,2022,Value for: kilograms,129592.00,218023.00,360549.00,366604.00,450173.00,360959.00,354944.00,400716.00,446182.00,486905.00,440598.00,368333.00
General CIF Imports Value,03019302,Live carp,2022,Value for: kilograms,53880.00,18083.00,8887.00,4457.00,11407.00,34680.00,24064.00,26946.00,15997.00,26481.00,24230.00,24231.00
General CIF Imports Value,03019903,"Live Tench (Tinca Tinca), sheatfish (Silurus Glanis), bighead carp (Aristichthys Nobilis) and other fish, NESOI",2022,Value for: kilograms,2240078.00,1701822.00,2462969.00,2247766.00,2357138.00,2453475.00,2449949.00,2504304.00,2559033.00,1972335.00,2386310.00,2890934.00
General CIF Imports Value,03021100,"Trout, fresh or chilled, excluding fillets, other meat portions, livers and roes",2022,Value for: kilograms,7106850.00,6592291.00,7509602.00,7887105.00,7455466.00,6448024.00,5466442.00,4829748.00,5813958.00,4977591.00,3920286.00,4625399.00
General CIF Imports Value,03021300,"Pacific salmon, fresh or chilled, excluding fillets, other meat portions, livers and roes",2022,Value for: kilograms,5349356.00,6030939.00,6442525.00,5917282.00,5479059.00,6009159.00,10103416.00,15564630.00,9611921.00,7131335.00,6432038.00,6861834.00
General CIF Imports Value,03021400,"Atlantic and Danube salmon, fresh or chilled, excluding fillets, other meat portions, livers and roes",2022,Value for: kilograms,108948565.00,115425471.00,136341174.00,133592331.00,143923772.00,117017101.00,119316074.00,116459480.00,100338617.00,99281680.00,88250355.00,115671779.00
General CIF Imports Value,03021900,"Salmonidae other than trout or Pacific, Atlantic & Danube salmon, fresh or chilled, excluding fillets, other meat portions, livers & roes",2022,Value for: kilograms,1358593.00,1133367.00,1657242.00,1106859.00,735244.00,495478.00,467100.00,946664.00,1740988.00,1965911.00,2345590.00,1830434.00
