Data Type,HTS Number,Description,Year,Quantity Description,January,February,March,April,May,June,July,August,September,October,November,December
General CIF Imports Value,61149005,"Garments nesoi, knitted or crocheted, of wool or fine animal hair",2022,Value for: dozens,549062.00,389020.00,514193.00,159591.00,610876.00,738572.00,1256438.00,986388.00,1105977.00,712581.00,580775.00,387746.00
General CIF Imports Value,61149010,"Other garments nesoi, of textile materials (except wool, cotton or mmf), contain 70% or more by weight of silk or silk waste, knitted/croch",2022,Value for: dozens,129686.00,179308.00,104827.00,169376.00,132297.00,145803.00,99908.00,161884.00,193813.00,373004.00,265702.00,396968.00
General CIF Imports Value,61149090,"Other garment, nesoi, of textile materials (except wool, cotton or mmf), containing under 70% by wt of silk or silk waste, knitted/crocheted",2022,Value for: dozens,2245792.00,2448624.00,2768417.00,2750784.00,4219381.00,3550306.00,4336008.00,4123788.00,2527777.00,2926899.00,3274955.00,2710265.00
General CIF Imports Value,61151005,Surgical panty hose and surgical stockings with graduated compression for orthopedic treatment,2022,Value for: dozen pairs,2172835.00,2346363.00,2874461.00,2131605.00,2544232.00,2741255.00,1518165.00,3657258.00,2931418.00,2329778.00,2345616.00,2599210.00
General CIF Imports Value,61151010,"Graduated compression panty hose and tights (not for orthopedic treatment), of synthetic fibers",2022,Value for: dozen pairs,402490.00,463526.00,599280.00,560055.00,324865.00,337212.00,531905.00,360392.00,300321.00,233522.00,342436.00,347460.00
General CIF Imports Value,61151015,"Graduated compression panty hose and tights (not for orthopedic treatment), of textile materials except synthetic fibers",2022,Value for: dozen pairs,127249.00,83422.00,84536.00,65497.00,65361.00,87021.00,81412.00,125346.00,72965.00,17566.00,94007.00,138173.00
General CIF Imports Value,61151030,"Graduated compression hosiery (except pantyhose and tights)  (not for orthopedic treatment), of cotton",2022,Value for: dozen pairs,157129.00,54372.00,53657.00,46326.00,8307.00,95701.00,41776.00,89548.00,57723.00,55603.00,65528.00,48004.00
General CIF Imports Value,61151040,"Graduated compression hosiery (except pantyhose and tights)  (not for orthopedic treatment), of synthetic fibers",2022,Value for: dozen pairs,2373231.00,3535036.00,3067998.00,3202007.00,2137726.00,2753868.00,2739581.00,2770078.00,2531638.00,1889722.00,1938455.00,2341237.00
General CIF Imports Value,61151055,"Graduated compression hosiery (except pantyhose and tights)  (not for orthopedic treatment), of artificial fibers",2022,Value for: dozen pairs,7820.00,612.00,40342.00,841.00,4867.00,28722.00,1379.00,2915.00,11062.00,10994.00,0.00,563.00
General CIF Imports Value,61151060,"Graduated compression hosiery (except pantyhose and tights)  (not for orthopedic treatment), nesoi",2022,Value for: dozen pairs,20739.00,41282.00,102182.00,77167.00,121752.00,16807.00,75723.00,107702.00,20139.00,32670.00,18195.00,65735.00
General CIF Imports Value,61152100,"Panty hose and tights (not graduated compression), knitted or crocheted, of synthetic fibers, measuring per single yarn less than 67 decitex",2022,Value for: dozen pairs,8496859.00,8762266.00,9174713.00,6072994.00,6321778.00,6434245.00,9537289.00,12103576.00,14242229.00,12210837.00,7564141.00,6674294.00
General CIF Imports Value,61152200,"Panty hose and tights (not graduated compression), knitted or crocheted, of synthetic fibers, measuring per single yarn  67 decitex or more",2022,Value for: dozen pairs,4233780.00,4090379.00,3262682.00,2688670.00,3238003.00,3232184.00,7324855.00,10824438.00,6593013.00,5055714.00,3026226.00,2670950.00
General CIF Imports Value,61152940,"Panty hose (not graduated compressoin) and tights, containing 70% or more by weight of silk or silk waste, knitted or crocheted",2022,Value for: dozen pairs,24737.00,12077.00,19829.00,3587.00,53138.00,93884.00,52129.00,40059.00,57008.00,26825.00,19007.00,3733.00
General CIF Imports Value,61152980,"Panty hose (not surgical) and tights, of textile materials nesoi, knitted or crocheted",2022,Value for: dozen pairs,2737687.00,1746243.00,734373.00,540402.00,1517033.00,1370043.00,4551144.00,4624607.00,4191060.00,1486487.00,1053200.00,1062802.00
General CIF Imports Value,61153010,"Women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex containing 70% or more by wt of silk, knit/croc",2022,Value for: dozen pairs,15666.00,7292.00,31947.00,19575.00,37452.00,55402.00,19585.00,20744.00,6167.00,927.00,68521.00,2213.00
General CIF Imports Value,61153090,"Women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex containing under 70% by wt of silk, knitted/croc",2022,Value for: dozen pairs,1303525.00,1200691.00,968689.00,1020978.00,1168324.00,1593346.00,1684458.00,2460304.00,2128416.00,1221209.00,982428.00,682861.00
General CIF Imports Value,61159400,"Hosiery nesoi, knitted or crocheted, of wool or fine animal hair",2022,Value for: dozen pairs,834114.00,1110065.00,631926.00,446671.00,563951.00,1024000.00,9400169.00,6077826.00,1981810.00,2107003.00,1520687.00,1779775.00
General CIF Imports Value,61159560,"Stockings, socks, etc. (not surgical), knitted or crocheted, of cotton, containing lace or net",2022,Value for: dozen pairs,158269.00,122123.00,167975.00,393221.00,173456.00,170828.00,238718.00,356911.00,159081.00,192024.00,55890.00,407119.00
General CIF Imports Value,61159590,"Stockings, socks, etc. nesoi (not surgical and not containing lace or net), knitted or crocheted, of cotton",2022,Value for: dozen pairs,46761190.00,51668197.00,54156325.00,54127655.00,67027445.00,52808059.00,78385608.00,66641186.00,60538241.00,45103977.00,48952811.00,41999402.00
General CIF Imports Value,61159660,"Stockings, socks, etc. nesoi, knitted or crocheted, of synthetic fibers, containing lace or net",2022,Value for: dozen pairs,311593.00,377864.00,1320067.00,434562.00,569559.00,544918.00,1254288.00,1595650.00,932201.00,657204.00,506700.00,393908.00
General CIF Imports Value,61159690,"Stockings, socks, etc. nesoi, knitted or crocheted, of synthetic fibers (not containing lace or net)",2022,Value for: dozen pairs,146377523.00,136738602.00,147749022.00,120855627.00,155269734.00,176229236.00,209795114.00,220552253.00,164611032.00,130242053.00,79796948.00,76109781.00
General CIF Imports Value,61159914,"Hosiery nesoi, of artificial fibers, containing lace or net",2022,Value for: dozen pairs,90818.00,80942.00,30740.00,91427.00,15147.00,11699.00,26814.00,72767.00,25857.00,92747.00,20847.00,10652.00
General CIF Imports Value,61159919,"Hosiery nesoi, knitted or crocheted, of artificial fibers, other than those containing lace or net",2022,Value for: dozen pairs,1687663.00,1229546.00,2505857.00,1101534.00,1540184.00,1476241.00,1749791.00,3105264.00,2037813.00,1428787.00,703248.00,1057138.00
General CIF Imports Value,61159940,"Stockings and other hosiery, including footwear without applied soles, of textile materials(except mmf), cont 70% or more by wt of silk, k/c",2022,Value for: dozen pairs,21501.00,9946.00,9395.00,44032.00,58980.00,10262.00,10165.00,64540.00,196418.00,132845.00,52011.00,78730.00
General CIF Imports Value,61159990,"Stockings and other hosiery, including footwear without applied soles, of textile materials(except mmf), cont under 70% by wt of silk, knitt",2022,Value for: dozen pairs,612240.00,330346.00,517387.00,1296880.00,986551.00,1294258.00,1580319.00,1703403.00,754981.00,1255577.00,607339.00,682060.00
General CIF Imports Value,61161005,"Ice hockey and field hockey gloves, knitted or crocheted, impregnated, coated or covered with plastics or rubber",2022,Value for: dozen pairs,69879.00,128206.00,367270.00,220860.00,57157.00,159695.00,35652.00,120914.00,26235.00,51721.00,119696.00,160309.00
General CIF Imports Value,61161008,"Other gloves, mittens and mitts, the foregoing specially designed for sports use, incl. ski and snowmobile gloves, mittens and mitts",2022,Value for: dozen pairs,6650414.00,5783739.00,6505406.00,8793486.00,9609123.00,9486851.00,10465169.00,11511363.00,11958989.00,5636240.00,7006458.00,6094646.00
General CIF Imports Value,61161013,"Gloves, mittens & mitts, w/o four., k/c, coated w. plastics/rubber nesoi, cut & sewn, of veg. fibers, cont. > 50% by wt. of plastics/rubber",2022,Value for: dozen pairs,87516.00,45296.00,193071.00,7716.00,76707.00,12504.00,44299.00,39680.00,115848.00,43840.00,202479.00,109915.00
General CIF Imports Value,61161017,"Gloves, mittens & mitts, w/o four., k/c, coated w. plastics/rubber, nesoi, cut & sewn, of veg. fibers, cont. 50 % or less wt. of plas./rub.",2022,Value for: dozen pairs,117550.00,21377.00,171814.00,157782.00,83833.00,23835.00,31202.00,21052.00,139592.00,102965.00,39502.00,48361.00
General CIF Imports Value,61161044,"Gloves, mittens & mitts(excl sports), impreg etc, cut & sewn from  pre-exist non-veg fib impreg fab, w/o fourch, con ov 50% wt plast/rub k/c",2022,Value for: dozen pairs,899843.00,1271514.00,1341877.00,878600.00,889089.00,1690019.00,2023224.00,1748498.00,981379.00,1326701.00,1398854.00,1477540.00
General CIF Imports Value,61161048,"Gloves, mittens & mitts(excl sports), impreg etc, cut & sewn from  pre-exist non-veg fib impreg fab, w/o fourch, con < 50% wt pla/rub k/c",2022,Value for: dozen pairs,64691.00,173821.00,256067.00,60407.00,224525.00,164182.00,166607.00,594463.00,343903.00,219345.00,257485.00,237465.00
General CIF Imports Value,61161055,"Gloves, mittens & mitts(excl ports), impreg etc, not cut & sewn from  pre-existing fabric, w/o fourch, con 50% or more wt of tex fibers, k/c",2022,Value for: dozen pairs,36547891.00,40544154.00,41043416.00,36530961.00,47700093.00,39846267.00,38895456.00,42406043.00,42261452.00,38996450.00,42426928.00,40791331.00
General CIF Imports Value,61161065,"Gloves, mittens & mitts(excl sports), impreg etc, not cut & sewn from  pre-existing fabric, w/o fourch, cont < 50% by wt of text fib, k/c",2022,Value for: dozen pairs,20308768.00,19006215.00,22461006.00,19768876.00,16198467.00,22541450.00,23491561.00,25128718.00,20603153.00,22787496.00,23370100.00,22353348.00
General CIF Imports Value,61161075,"Gloves, mittens & mitts(excl sports), impreg etc, not cut & sewn from  pre-existing fabric, with fourch, con 50% or more wt of text fib, k/c",2022,Value for: dozen pairs,653853.00,636058.00,1193516.00,434455.00,605747.00,1068956.00,1603758.00,1551413.00,1011046.00,915436.00,810035.00,825242.00
General CIF Imports Value,61161095,"Gloves, mittens & mitts(excl sports), impreg etc, not cut & sewn from  pre-existing fab, w fourch, cont < 50% by wt of textile fiber, k/c",2022,Value for: dozen pairs,921860.00,794482.00,1009757.00,780583.00,552015.00,1035855.00,1163605.00,1051403.00,1007738.00,1065365.00,956731.00,1587953.00
General CIF Imports Value,61169100,"Gloves, mittens and mitts, knitted or crocheted, of wool or fine animal hair",2022,Value for: dozen pairs,278558.00,157713.00,396218.00,438936.00,480275.00,978896.00,2183111.00,2633188.00,2722498.00,1957894.00,1092388.00,601195.00
General CIF Imports Value,61169205,"Ice hockey and field hockey gloves, knitted or crocheted, of cotton, not impregnated, coated or covered with plastics or rubber",2022,Value for: dozen pairs,8236.00,9436.00,3595.00,1929.00,0.00,6600.00,0.00,929.00,10250.00,1031.00,9793.00,0.00
General CIF Imports Value,61169208,"Gloves, etc., specially designed for sports, including ski and snowmobile gloves, mittens and mitts, knitted or crocheted, of cotton",2022,Value for: dozen pairs,506956.00,282602.00,52778.00,26190.00,379941.00,416591.00,284603.00,533815.00,444985.00,221068.00,92928.00,341774.00
General CIF Imports Value,61169264,"Gloves, mittens & mitts, (excl. ski or snowmobile), knitted or crocheted, of cotton, made from a pre-existing machine knit fabric, w/o four.",2022,Value for: dozen pairs,946379.00,925653.00,542472.00,859392.00,973294.00,865926.00,886866.00,937802.00,795867.00,923453.00,665736.00,794633.00
General CIF Imports Value,61169274,"Gloves, mittens & mitts (excl. ski or snowmobile), k/c, of cotton, from a pre-existing machine knit fabric, with fourchettes",2022,Value for: dozen pairs,244051.00,229374.00,267150.00,204970.00,579221.00,507206.00,399335.00,293029.00,250692.00,88381.00,104830.00,96861.00
General CIF Imports Value,61169288,"Gloves, mittens & mitts, (excl. ski or snowmobile), k/c, of cotton, not made from a pre-existing machine knit fabric, w/o fourchettes",2022,Value for: dozen pairs,2624376.00,2514551.00,2881079.00,2561224.00,3387892.00,2827382.00,3502632.00,3455799.00,3294967.00,2904139.00,2889547.00,2217214.00
General CIF Imports Value,61169294,"Gloves, mittens & mitts, of cotton, k/c, not impreg. etc. with plas./rub., not from pre-ex. mach. knit fabric, not for sports, with four.",2022,Value for: dozen pairs,95300.00,233162.00,323889.00,188053.00,168998.00,80487.00,272749.00,143576.00,288664.00,622405.00,164784.00,74301.00
General CIF Imports Value,61169305,"Ice hockey and field hockey gloves, knitted or crocehted, of synthetic fibers, not impregnated, coated or covered with plastics or rubber",2022,Value for: dozen pairs,70286.00,325021.00,301497.00,106942.00,367621.00,340358.00,497152.00,400962.00,409155.00,296709.00,287054.00,115523.00
General CIF Imports Value,61169308,"Gloves, mittens & mitts, for sports use, (incl. ski and snowmobile gloves, etc.), of synthetic fibers",2022,Value for: dozen pairs,4029772.00,4667172.00,6693125.00,5769281.00,6021680.00,9887423.00,10123910.00,13200514.00,12869534.00,9074358.00,5755402.00,7301618.00
General CIF Imports Value,61169364,"Gloves, mittens & mitts (excl. those designed for sports etc.), k/c, of synthetic fiber, cont. 23% or more wt. of wool etc., w/o four.",2022,Value for: dozen pairs,252764.00,73192.00,117382.00,99414.00,25144.00,518345.00,849161.00,1066575.00,970748.00,548194.00,184271.00,156621.00
General CIF Imports Value,61169374,"Gloves, mittens & mitts (excl. those designed for sports etc.), k/c, of synthetic fibers, cont. 23% or more wt. of wool etc., with four.",2022,Value for: dozen pairs,22839.00,856.00,3063.00,10694.00,594.00,0.00,172903.00,235898.00,262173.00,177213.00,56206.00,10365.00
General CIF Imports Value,61169388,"Gloves, mittens & mitts (excl. those designed for sports etc.), k/c, of synthetic fibers, under 23% by wt. of wool etc., w/o fourchettes",2022,Value for: dozen pairs,3936463.00,4008981.00,4043454.00,3218848.00,5310471.00,8313808.00,14890910.00,25639563.00,16458704.00,11737705.00,5374955.00,3596845.00
General CIF Imports Value,61169394,"Gloves, mittens & mitts (excl. those designed for sports etc.), k/c, of synthetic fibers, under 23% by wt. of wool etc., with fourchettes",2022,Value for: dozen pairs,2091175.00,2527446.00,1384272.00,1724645.00,4374397.00,4641955.00,7253454.00,14042542.00,9254863.00,6586415.00,3160108.00,1976715.00
General CIF Imports Value,61169920,"Ice hockey and field hockey gloves, knitted or crocheted, of artificial fibers, not impregnated, coated or covered with plastics or rubber",2022,Value for: dozen pairs,0.00,262.00,0.00,0.00,0.00,0.00,0.00,0.00,88975.00,0.00,4996.00,6489.00
General CIF Imports Value,61169935,"Gloves, mittens & mitts specially designed for sports, including ski and snowmobile gloves, mittens and mitts, of artificial fibers",2022,Value for: dozen pairs,201498.00,346277.00,616365.00,274664.00,919789.00,308224.00,257283.00,170099.00,229631.00,248577.00,351086.00,249920.00
General CIF Imports Value,61169948,"Gloves, mittens & mitts (excl. those designed for sports etc.), knitted/crocheted, of artificial fibers, without fourchettes",2022,Value for: dozen pairs,28104.00,81530.00,72004.00,21082.00,43715.00,349698.00,315189.00,366884.00,477222.00,75341.00,51552.00,16981.00
General CIF Imports Value,61169954,"Gloves, mittens & mitts (excl. those designed for sports etc.), knitted or crocheted, of artificial fibers, with fourchettes",2022,Value for: dozen pairs,7314.00,15973.00,36611.00,2771.00,2839.00,4935.00,14479.00,9457.00,59160.00,22704.00,146834.00,7993.00
General CIF Imports Value,61169975,"Gloves, mittens and mitts, of textile materials(except wool, cotton or mmf), containing 70% or more by wt of silk or silk waste, knit/croc",2022,Value for: dozen pairs,0.00,0.00,344.00,0.00,0.00,119435.00,0.00,4065.00,76115.00,134262.00,60026.00,16221.00
General CIF Imports Value,61169995,"Gloves, mittens and mitts, of textile materials(except wool, cotton or mmf), containing under 70% by weight of silk or silk waste, knit/croc",2022,Value for: dozen pairs,862426.00,591519.00,424891.00,632991.00,782408.00,554965.00,797950.00,944670.00,703149.00,1253088.00,583051.00,589884.00
General CIF Imports Value,61171010,"Shawls, scarves, mufflers, mantillas, veils and the like, knitted or crocheted, of wool or fine animal hair",2022,Value for: dozens,882812.00,1157564.00,657226.00,434608.00,748112.00,1479810.00,4241118.00,4891499.00,6910677.00,4465069.00,3402431.00,2754533.00
General CIF Imports Value,61171020,"Shawls, scarves, mufflers, mantillas, veils and the like, knitted or crocheted, of man-made fibers",2022,Value for: dozens,2010139.00,1962012.00,1542978.00,1447054.00,3068067.00,4785035.00,9587821.00,17179139.00,12495286.00,6934668.00,2786879.00,2268651.00
General CIF Imports Value,61171040,"Shawls, scarves, etc., knitted or crocheted, containing 70% or more by weight of silk or silk waste",2022,Value for: dozens,47038.00,23465.00,52251.00,50437.00,58112.00,102076.00,159024.00,91331.00,69594.00,49517.00,106711.00,72762.00
General CIF Imports Value,61171060,"Shawls, scarves, mufflers, mantillas, veils and the like, nesoi",2022,Value for: dozens,439873.00,588136.00,752307.00,725514.00,359458.00,621914.00,616278.00,1704692.00,1506767.00,1106426.00,513164.00,547806.00
General CIF Imports Value,61178020,"Ties, bow ties and cravats, containing 70% or more by weight of silk or silk waste, knitted or crocheted",2022,Value for: dozens,87506.00,87346.00,47048.00,31803.00,130151.00,127755.00,114225.00,109389.00,79632.00,90558.00,116499.00,120478.00
General CIF Imports Value,61178030,"Made up clothing accessories(excl shawls, scarves, mufflers, mantillas, veils and the like; ties and cravat), containing >= 70% wt of silk,",2022,Value for: dozens,840038.00,799085.00,956436.00,959455.00,1128499.00,979620.00,1049375.00,1170031.00,1439225.00,1235613.00,1469959.00,1187636.00
General CIF Imports Value,61178085,"Headbands, ponytail holders & similar articles, of textile materials other than containing 70% or more by weight  of silk, knitted/crocheted",2022,Value for: dozens,5928408.00,4768270.00,5887178.00,4298613.00,5330590.00,4857030.00,6435825.00,8677295.00,5763969.00,4332442.00,3675428.00,3287762.00
General CIF Imports Value,61178087,"Ties, bow ties and cravats, containing under 70% by weight of silk or silk waste, knitted or crocheted",2022,Value for: dozens,118671.00,256925.00,120468.00,85287.00,201175.00,248906.00,373237.00,310016.00,169700.00,193270.00,195172.00,194608.00
General CIF Imports Value,61178095,"Made up clothing accessories (excl shawl, scarve, and like, tie, cravat, headband, ponytail holder and like), cont < 70% wt of silk, k/c",2022,Value for: dozens,12744081.00,11982291.00,14195446.00,12713000.00,13439424.00,16017993.00,18705683.00,20269572.00,18109086.00,15393147.00,9408875.00,12492145.00
General CIF Imports Value,61179010,"Parts of garments or of clothing accessories, containing 70% or more by weight of silk or silk waste, knitted or crocheted",2022,Value for: dozens,13380.00,16647.00,49955.00,14884.00,22925.00,22364.00,16898.00,13359.00,26863.00,30027.00,85528.00,5895.00
General CIF Imports Value,61179090,"Parts of garments or of clothing accessories, containing under 70% by weight of silk or silk waste, knitted or crocheted",2022,Value for: dozens,468661.00,665779.00,525664.00,490408.00,649271.00,495032.00,1146106.00,709731.00,452208.00,767319.00,550303.00,576699.00
General CIF Imports Value,62012011,"Men's or boys' overcoats, carcoats, capes, cloaks and similar coats of wool or fine animal hair, not knitted or crocheted",2022,Value for: dozens,2628244.00,1956543.00,1708810.00,1380192.00,2202550.00,3796519.00,6992670.00,11494214.00,17927662.00,13350375.00,8543879.00,5532353.00
General CIF Imports Value,62012019,"Rec perf. outwear, men's/boys' padded, sleeveless jackets, not knit/crochet, of wool or fine animal",2022,Value for: dozens,8037.00,206635.00,9748.00,157236.00,152974.00,2888.00,96026.00,10456.00,142125.00,75185.00,96596.00,13106.00
General CIF Imports Value,62012029,"Rec perf outwear, men's or boys' anoraks, windbreakers and similar articles nesoi, not knitted or crocheted, of wool or fine animal hair",2022,Value for: dozens,662870.00,691059.00,559719.00,444231.00,835693.00,533701.00,583269.00,625992.00,622442.00,887728.00,1253224.00,1114125.00
General CIF Imports Value,62012035,"Men's or boys' padded, sleeveless jackets, not knitted or crocheted, of wool or fine animal hair, o/than rec. perf outwear",2022,Value for: dozens,26212.00,20711.00,68005.00,5615.00,159394.00,95910.00,161640.00,736476.00,148600.00,204433.00,29885.00,163333.00
General CIF Imports Value,62012040,"Men's or boys' anoraks, windbreakers and similar articles nesoi, not knitted or crocheted, of wool or fine animal hair, o/than rec perf outwear",2022,Value for: dozens,2474639.00,1821128.00,1826808.00,1666459.00,2064213.00,2939021.00,3221573.00,6033677.00,8581717.00,6608997.00,3719973.00,4542804.00
General CIF Imports Value,62013012,"Men's or boys' overcoats, carcoats, capes & similar coats of cotton, not knit/crochet, containing 15% or more by wt of down, etc",2022,Value for: dozens,167532.00,175043.00,145970.00,16155.00,387781.00,217360.00,187618.00,477243.00,780980.00,325549.00,635753.00,308475.00
General CIF Imports Value,62013020,"Men's or boys' overcoats, carcoats, capes & similar coats of cotton, not knit or crocheted, not containing 15% or more by wt of down, etc",2022,Value for: dozens,3692938.00,3495422.00,2470886.00,2211914.00,3177385.00,4179210.00,5249467.00,6543484.00,8028932.00,6695066.00,3679175.00,3121641.00
General CIF Imports Value,62013030,"Rec perf outwear, men's/boys' anoraks, windbreakers & similar articles, not knit/crochet, of cotton, containing 15% or more by weight of down, etc",2022,Value for: dozens,71036.00,11565.00,6838.00,3543.00,13943.00,7553.00,23177.00,14899.00,358230.00,8809.00,47720.00,104584.00
General CIF Imports Value,62013040,"Rec perf outwear, men's or boys' anoraks, windbreakers and similar articles, nesoi, not knitted or crocheted, of cotton, water resistant",2022,Value for: dozens,171520.00,209018.00,131339.00,344720.00,143410.00,1827138.00,2143898.00,403122.00,871219.00,486715.00,398042.00,146371.00
General CIF Imports Value,62013050,"Rec perf outwear, men's/boys' anoraks, windbreakers & similar articles nesoi, not knit/crochet, of cotton, not cont. 15% or more by wt of down, etc",2022,Value for: dozens,884969.00,756752.00,292948.00,513611.00,718575.00,600787.00,1350339.00,2022694.00,1727038.00,1746872.00,1008587.00,490082.00
General CIF Imports Value,62013060,"Men's/boys' anoraks, windbreakers & sim articles, not knit/crochet, of cotton, containing 15% or more by weight down, etc, o/than rec perf outwear",2022,Value for: dozens,364030.00,200653.00,151817.00,120906.00,256926.00,153732.00,548671.00,612998.00,701580.00,1315580.00,622107.00,675764.00
General CIF Imports Value,62013070,"Men's or boys' anoraks, windbreakers and similar articles, nesoi, not knitted or crocheted, of cotton, water resistant, o/than rec perf outwear",2022,Value for: dozens,2614837.00,836288.00,670855.00,1467998.00,524376.00,1897727.00,5198441.00,4716727.00,3464254.00,1722570.00,1455075.00,1036886.00
General CIF Imports Value,62013080,"Men's/boys' anoraks, windbreakers & sim articles nesoi, not knit/crochet, of cotton, not cont. 15% or more by wt of down, etc, o/than rec perf outwear",2022,Value for: dozens,26803831.00,23045676.00,25344005.00,24100515.00,30493029.00,43268070.00,63725191.00,84956351.00,74053845.00,53487688.00,33956805.00,26282715.00
General CIF Imports Value,62014010,"Men's or boys' overcoats, carcoats, capes & similar coats of man-made fibers, not knit or crocheted, cont. 15% or more by wt of down, etc",2022,Value for: dozens,660305.00,647205.00,589897.00,222212.00,822572.00,1272877.00,2381823.00,3500393.00,6576997.00,6602650.00,6832225.00,3771608.00
General CIF Imports Value,62014015,"Men's or boys' overcoats, carcoats, capes & similar coats of man-made fibers, not knit or crocheted, cont. 36 percent or more of wool, nesoi",2022,Value for: dozens,109756.00,120679.00,393595.00,786314.00,329513.00,138745.00,1383078.00,1163751.00,1386565.00,1036091.00,784434.00,625953.00
General CIF Imports Value,62014020,"Men's or boys' overcoats, carcoats, capes & similar coats, not knit or crocheted, of manmade fibers, nesoi",2022,Value for: dozens,4061178.00,2409121.00,3310878.00,2144660.00,2236290.00,2889521.00,6761576.00,7742545.00,8887380.00,7650593.00,5908383.00,4805457.00
General CIF Imports Value,62014025,"Rec perf outwear, men's/boys' anoraks, windbreakers & similar articles, not knit/crochet, of man-made fibers, cont. 15% or more by wt of down, etc",2022,Value for: dozens,870950.00,205874.00,110898.00,158188.00,176221.00,1866513.00,3525870.00,2053922.00,1781447.00,1594615.00,1338674.00,186556.00
General CIF Imports Value,62014035,"Rec perf outwear, men's/boys' padded, sleeveless jackets, not knit/crochet, man-made fibers, not containing 15% or more by weight of down, etc",2022,Value for: dozens,577819.00,229176.00,214822.00,284212.00,119220.00,228250.00,618865.00,1352849.00,1132430.00,871030.00,259862.00,331001.00
General CIF Imports Value,62014040,"Rec perf outwear, men's/boys' anoraks, etc, nesoi, not knit/crochet, of manmade fibers, containing 36 percent or more of wool or fine animal hair",2022,Value for: dozens,48341.00,49447.00,184691.00,40474.00,76837.00,47070.00,80263.00,39884.00,184649.00,35815.00,26864.00,102898.00
General CIF Imports Value,62014045,"Rec perf outwear, men's/boys' anoraks, windbreakers and similar articles, not knitted or crocheted, of manmade fibers, nesoi, water resistant",2022,Value for: dozens,9243135.00,5897451.00,8636514.00,5530737.00,8856711.00,13197775.00,15334280.00,21083586.00,17170141.00,12265280.00,7873878.00,6423448.00
General CIF Imports Value,62014050,"Rec perf outwear, men's/boys' anoraks, windbreakers and similar articles, not knitted or crocheted, of manmade fibers, nesoi",2022,Value for: dozens,1322906.00,595735.00,1181772.00,1173662.00,1137432.00,1062791.00,1474001.00,2561921.00,2389066.00,1961478.00,1611431.00,890159.00
General CIF Imports Value,62014055,"Men's/boys' anoraks, windbreakers & similar articles, not knit/crochet, man-made fibers, cont. 15% or more by wt of down, etc, o/than rec perf outwear",2022,Value for: dozens,13940343.00,8530186.00,9791033.00,5557679.00,10211306.00,19710884.00,24262624.00,39461763.00,40507248.00,36083607.00,21791025.00,13786638.00
General CIF Imports Value,62014060,"Men's/boys' padded, sleeveless jackets, not knit/crochet, man-made fibers, not containing 15% or more by wt of down, etc, o/than rec perf outwear",2022,Value for: dozens,4372250.00,3998252.00,5019879.00,3983596.00,11835966.00,11701784.00,13669325.00,15741493.00,12661895.00,9831474.00,5918873.00,6360306.00
General CIF Imports Value,62014065,"Men's/boys' anoraks, etc, nesoi, not knit/crochet, manmade fibers, containing 36 percent or more of wool or fine animal hair, o/than rec perf outwear",2022,Value for: dozens,231491.00,238886.00,134119.00,200422.00,125044.00,180018.00,341785.00,1023083.00,906517.00,879698.00,195072.00,174557.00
General CIF Imports Value,62014070,"Men's or boys' anoraks, windbreakers & similar articles, not knitted or crocheted, of manmade fibers, nesoi, water resistant, o/than rec perf outwear",2022,Value for: dozens,50947558.00,48751443.00,54541751.00,37137786.00,59692274.00,93470057.00,131370075.00,163091090.00,136894716.00,95845351.00,55214943.00,55968346.00
General CIF Imports Value,62014075,"Men's or boys' anoraks, windbreakers and similar articles, not knitted or crocheted, of manmade fibers, nesoi, o/than rec perf outwear",2022,Value for: dozens,22250652.00,18206163.00,20988496.00,14301887.00,20788059.00,25018482.00,36050339.00,44177825.00,39554132.00,35828017.00,24929314.00,26131987.00
General CIF Imports Value,62019019,"Men's or boys' overcoats, carcoats, capes, cloaks, & sim coats, of tex mats (except wool, cotton or mmf), cont > or = 70% by wt silk, not k/c",2022,Value for: dozens,31633.00,49899.00,53605.00,256412.00,38156.00,20904.00,522583.00,34185.00,62831.00,90293.00,69274.00,229323.00
General CIF Imports Value,62019029,"Men's or boys' overcoats, carcoats, capes, cloaks, & sim coats, of tex mats (except wool, cotton or mmf), cont under 70% by wt silk, not k/c",2022,Value for: dozens,804184.00,1048231.00,835236.00,640332.00,1280276.00,870150.00,655069.00,1368727.00,1019234.00,1527403.00,1027602.00,971681.00
General CIF Imports Value,62019039,"Rec perf outwear, men's/boys' anoraks, wind-breakers & sim articles, not k/c, of tex mats (except wool, cotton or mmf), cont 70% or more by wt silk",2022,Value for: dozens,5217.00,24536.00,11353.00,5542.00,927.00,3847.00,0.00,12612.00,5881.00,17709.00,3198.00,1055.00
General CIF Imports Value,62019049,"Rec perf outwear, men's/boys' anoraks, wind-breakers & sim articles, not k/c, text mats (not wool, cotton or mmf), cont under 70% by wt of silk",2022,Value for: dozens,432464.00,1102028.00,527038.00,606362.00,571400.00,904696.00,840730.00,2718967.00,2406307.00,1973435.00,737523.00,1129446.00
General CIF Imports Value,62019059,"Men's/boys' anoraks, wind-breakers & sim articles, not k/c, tex mats (not wool, cotton or mmf), cont 70% or more by wt silk, o/than rec perf outwear",2022,Value for: dozens,221779.00,62153.00,267019.00,72475.00,93671.00,81252.00,127365.00,16286.00,49888.00,103627.00,16905.00,30223.00
