Data Type,HTS Number,Description,Year,Quantity Description,January,February,March,April,May,June,July,August,September,October,November,December
General CIF Imports Value,01041000,Live sheep,2023,Value for: number,157480.00,105615.00,177942.00,150596.00,34988.00,61121.00,26528.00,79714.00,99354.00,96770.00,99062.00,102497.00
General CIF Imports Value,01051100,Live chickens weighing not over 185 g each,2023,Value for: number,376918.00,410712.00,728564.00,798952.00,1105375.00,653995.00,897854.00,1079653.00,1221762.00,774818.00,923919.00,803356.00
General CIF Imports Value,01051200,Live turkeys weighing not more than over 185 g each,2023,Value for: number,1340603.00,1515525.00,1706505.00,1533559.00,1818234.00,2035432.00,1651997.00,2244807.00,1601849.00,1724507.00,1552130.00,1513181.00
General CIF Imports Value,01051300,"Live ducks, weighing not more than 185 g each",2023,Value for: number,167089.00,179008.00,191297.00,157783.00,179581.00,159210.00,171504.00,183996.00,139316.00,159726.00,207882.00,122039.00
General CIF Imports Value,01051400,"Live geese, weighing not more than 185 g each",2023,Value for: number,0.00,0.00,0.00,0.00,0.00,56500.00,244834.00,0.00,0.00,0.00,0.00,0.00
General CIF Imports Value,01059400,Live Poultry;Chickens,2023,Value for: number,195866.00,0.00,89258.00,0.00,0.00,0.00,161872.00,3056.00,0.00,2154.00,2972.00,206673.00
General CIF Imports Value,01059900,"Live ducks, geese, turkeys and guineas, weighing over 185 g each",2023,Value for: number,419881.00,416479.00,510617.00,1267110.00,942985.00,1113368.00,1194946.00,861647.00,1983959.00,966935.00,769134.00,594593.00
General CIF Imports Value,01061100,Live primates,2023,Value for: number,12412432.00,8186400.00,4786062.00,3283651.00,4959618.00,5870551.00,3651504.00,9707230.00,23041236.00,14193994.00,0.00,32471418.00
General CIF Imports Value,01061300,Live camels and other camelids (Camelidae),2023,Value for: number,0.00,0.00,0.00,12900.00,0.00,0.00,0.00,13001.00,0.00,0.00,0.00,0.00
General CIF Imports Value,01061400,Live rabbits and hares,2023,Value for: number,630343.00,626709.00,811342.00,634992.00,611164.00,556068.00,473439.00,279971.00,375011.00,483578.00,325558.00,337203.00
General CIF Imports Value,01061930,Live foxes,2023,Value for: number,0.00,0.00,0.00,0.00,14124.00,2675.00,0.00,13482.00,6001.00,0.00,0.00,0.00
General CIF Imports Value,01061991,"Live mammals, not elsewhere specified or included",2023,Value for: number,6513507.00,6864998.00,7676022.00,5499828.00,6180000.00,5530891.00,5422185.00,5948936.00,6580645.00,6588547.00,5707344.00,5095796.00
General CIF Imports Value,01062000,Live reptiles (including snakes and turtles),2023,Value for: number,1040807.00,1099008.00,1690930.00,1445433.00,1769556.00,1191279.00,1349943.00,1145477.00,1160481.00,1365472.00,1122490.00,1136264.00
General CIF Imports Value,01063100,Live birds of prey,2023,Value for: number,0.00,0.00,0.00,0.00,27658.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General CIF Imports Value,01063300,Ostriches; emus,2023,Value for: number,0.00,0.00,0.00,0.00,0.00,15060.00,22200.00,36057.00,0.00,12086.00,0.00,0.00
General CIF Imports Value,01063901,"Live birds, other than poultry, birds of prey or psittaciforme birds",2023,Value for: number,149069.00,78959.00,326435.00,109444.00,138927.00,171049.00,91744.00,241254.00,76099.00,90423.00,186061.00,21947.00
General CIF Imports Value,01064100,Bees,2023,Value for: kilograms,15324.00,49659.00,76032.00,96540.00,201132.00,173550.00,187186.00,199027.00,170679.00,47373.00,34774.00,47733.00
General CIF Imports Value,01064900,Live insects other than bees,2023,Value for: kilograms,1335520.00,1130717.00,5837767.00,2729000.00,1083552.00,1018230.00,1142303.00,929320.00,883228.00,724227.00,705044.00,820590.00
General CIF Imports Value,01069001,"Live animals other than mammals, reptiles, insects, and birds",2023,Value for: kilograms,4123182.00,4999246.00,6635499.00,8294000.00,10397301.00,11718455.00,8744322.00,7158354.00,5361448.00,5224313.00,3443228.00,3403289.00
General CIF Imports Value,02011010,"Bovine carcasses and halves, fresh or chld., descr. in add. US note 3 to Ch. 2",2023,Value for: kilograms,190005.00,159505.00,153636.00,236236.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General CIF Imports Value,02011050,"Bovine carcasses and halves, fresh or chld., other than descr. in gen. note 15 or add. US note 3 to Ch. 2",2023,Value for: kilograms,2666835.00,2904729.00,3234715.00,2564139.00,3020764.00,2756733.00,2636796.00,2535955.00,2620607.00,3343907.00,2724396.00,2150910.00
General CIF Imports Value,02012010,"High-qual. beef cuts, w/bone in, processed, fresh or chld., descr in add. US note 3 to Ch. 2",2023,Value for: kilograms,441055.00,677137.00,601536.00,546931.00,463472.00,529761.00,403008.00,352376.00,375107.00,434891.00,406456.00,408963.00
General CIF Imports Value,02012030,"Bovine meat cuts (except high-qual. beef cuts), w/bone in, processed, fresh or chld., descr in add. US note 3 to Ch. 2",2023,Value for: kilograms,1420321.00,1776982.00,1668044.00,1728273.00,2024048.00,2198184.00,2339344.00,2241980.00,2075927.00,2766593.00,2211636.00,2053249.00
General CIF Imports Value,02012050,"Bovine meat cuts, w/bone in, not processed, fresh or chld., descr in add. US note 3 to Ch. 2",2023,Value for: kilograms,69624902.00,65421365.00,74012124.00,68029118.00,74690248.00,70215946.00,75816786.00,75932016.00,76039695.00,93821251.00,92548327.00,93522480.00
General CIF Imports Value,02012080,"Bovine meat cuts, w/bone in, fresh or chld., not descr in gen. note 15 or add. US note 3 to Ch. 2",2023,Value for: kilograms,1048637.00,1423185.00,2024889.00,1407890.00,2005768.00,2183938.00,2067584.00,1987664.00,1707383.00,1839608.00,2227660.00,2261426.00
General CIF Imports Value,02013010,"High-qual. beef cuts, boneless, processed, fresh or chld., descr in add. US note 3 to Ch. 2",2023,Value for: kilograms,2951829.00,2564996.00,3030275.00,2722012.00,2865517.00,3010840.00,2628176.00,1916677.00,2371537.00,2513832.00,2258725.00,1817111.00
General CIF Imports Value,02013030,"Bovine meat cuts (except high-qual. beef cuts), boneless, processed, fresh or chld., descr in add. US note 3 to Ch. 2",2023,Value for: kilograms,6926070.00,5855918.00,8484304.00,7078207.00,9146392.00,8992255.00,8342636.00,9673559.00,7200169.00,8249975.00,8084792.00,7032737.00
General CIF Imports Value,02013050,"Bovine meat cuts, boneless, not processed, fresh or chld., descr in add. US note 3 to Ch. 2",2023,Value for: kilograms,318616901.00,277700225.00,315418314.00,320939435.00,333926810.00,322099231.00,366702024.00,362470454.00,365476881.00,362746624.00,370784667.00,351508770.00
General CIF Imports Value,02013080,"Bovine meat cuts, boneless, fresh or chld., not descr in gen. note 15 or add. US note 3 to Ch. 2",2023,Value for: kilograms,5379166.00,5023972.00,7418362.00,7514353.00,12508075.00,14116139.00,12048532.00,12877370.00,12204566.00,13266326.00,16028158.00,14037634.00
General CIF Imports Value,02021050,"Bovine carcasses and halves, frozen, other than descr. in gen. note 15 or add. US note 3 to Ch. 2",2023,Value for: kilograms,0.00,0.00,0.00,0.00,107812.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General CIF Imports Value,02022010,"High-qual. beef cuts, w/bone in, processed, frozen, descr in add. US note 3 to Ch. 2",2023,Value for: kilograms,24053.00,20300.00,52624.00,26793.00,64282.00,8197.00,8083.00,7405.00,2704.00,0.00,12521.00,0.00
General CIF Imports Value,02022030,"Bovine meat cuts (except high-qual. beef cuts), w/bone in, processed, frozen, descr in add. US note 3 to Ch. 2",2023,Value for: kilograms,71956.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General CIF Imports Value,02022050,"Bovine meat cuts, w/bone in, not processed, frozen, descr in add. US note 3 to Ch. 2",2023,Value for: kilograms,3634906.00,3040550.00,3367156.00,3237608.00,3284358.00,3114475.00,2917669.00,2839065.00,2296827.00,2889000.00,3341614.00,3639879.00
General CIF Imports Value,02022080,"Bovine meat cuts, w/bone in, frozen, not descr in gen. note 15 or add. US note 3 to Ch. 2",2023,Value for: kilograms,440639.00,586966.00,514832.00,336250.00,487545.00,840743.00,775718.00,454150.00,617452.00,967578.00,896213.00,726947.00
General CIF Imports Value,02023010,"High-qual. beef cuts, boneless, processed, frozen, descr in add. US note 3 to Ch. 2",2023,Value for: kilograms,2141556.00,1890968.00,2375551.00,2135074.00,2774576.00,3712549.00,3331274.00,2631109.00,1720746.00,2148127.00,1753707.00,1221140.00
General CIF Imports Value,02023030,"Bovine meat cuts (except high-qual. beef cuts), boneless, processed, frozen, descr in add. US note 3 to Ch. 2",2023,Value for: kilograms,13141837.00,11014163.00,12992245.00,9594413.00,11330343.00,11291607.00,11682351.00,11057486.00,12506687.00,10801954.00,10112966.00,8749300.00
General CIF Imports Value,02023050,"Bovine meat cuts, boneless, not processed, frozen, descr in add. US note 3 to Ch. 2",2023,Value for: kilograms,261757521.00,209055504.00,213228310.00,225332923.00,243102287.00,230925942.00,254604877.00,249703403.00,207078585.00,202472894.00,195594995.00,244513239.00
General CIF Imports Value,02023080,"Bovine meat cuts, boneless, frozen, not descr in gen. note 15 or add. US note 3 to Ch. 2",2023,Value for: kilograms,17522587.00,16461062.00,12113660.00,8867901.00,31250778.00,24244580.00,22048008.00,31227099.00,30340437.00,26243354.00,23562582.00,20980111.00
General CIF Imports Value,02031100,"Carcasses and half-carcasses of swine, fresh or chilled",2023,Value for: kilograms,284089.00,500938.00,366144.00,397868.00,361431.00,322101.00,457086.00,509160.00,128542.00,154766.00,183871.00,338976.00
General CIF Imports Value,02031210,"Fresh or chilled retail cuts of ham, shoulders and cuts thereof, with bone in",2023,Value for: kilograms,825776.00,653656.00,791307.00,523191.00,747161.00,1084707.00,1116465.00,958386.00,1174697.00,1261884.00,1430060.00,1285512.00
General CIF Imports Value,02031290,"Fresh or chilled hams, shoulders and cuts thereof, with bone in, other than processed",2023,Value for: kilograms,14118127.00,12778504.00,14822341.00,11395699.00,15648261.00,19311330.00,19264952.00,18245148.00,16589119.00,16941377.00,17523121.00,14326489.00
General CIF Imports Value,02031920,"Meat of swine nesoi, retail cuts, fresh or chilled",2023,Value for: kilograms,3843409.00,4811093.00,4422008.00,3536099.00,3675269.00,4075077.00,7248174.00,4619817.00,4103671.00,4923436.00,4888126.00,3904218.00
General CIF Imports Value,02031940,"Meat of swine, nesoi, non retail cuts, fresh or chilled",2023,Value for: kilograms,45290579.00,42089300.00,46515158.00,38071979.00,39930122.00,43659864.00,49561640.00,53438647.00,44054002.00,45134367.00,42718428.00,39271947.00
General CIF Imports Value,02032100,"Carcasses and half-carcasses of swine, frozen",2023,Value for: kilograms,0.00,0.00,0.00,23060.00,0.00,66825.00,0.00,44213.00,12321.00,106991.00,102555.00,170091.00
General CIF Imports Value,02032210,"Frozen retail cuts of hams, shoulders and cuts thereof, with bone in",2023,Value for: kilograms,0.00,0.00,0.00,0.00,0.00,0.00,55734.00,0.00,0.00,60108.00,108255.00,44706.00
General CIF Imports Value,02032290,"Frozen hams, shoulders and cuts thereof, with bone in, other than retail cuts",2023,Value for: kilograms,1099209.00,1203123.00,1911224.00,2347109.00,1239246.00,963505.00,736252.00,1121180.00,1058920.00,1602841.00,2580065.00,3148012.00
General CIF Imports Value,02032920,"Frozen retail cuts of meat of swine, nesoi",2023,Value for: kilograms,1883447.00,2075454.00,2465725.00,2568260.00,2500169.00,2026889.00,2212472.00,2284194.00,1798869.00,2476341.00,2389812.00,1490026.00
General CIF Imports Value,02032940,"Frozen meat of swine, other than retail cuts, nesoi",2023,Value for: kilograms,40495553.00,37900072.00,45889272.00,42229428.00,41604482.00,39876095.00,41593820.00,41605506.00,48450865.00,59223521.00,52776563.00,51323375.00
General CIF Imports Value,02041000,"Carcasses and half-carcasses of lamb, fresh or chilled",2023,Value for: kilograms,322349.00,0.00,5862.00,0.00,0.00,0.00,0.00,0.00,197212.00,0.00,0.00,189621.00
General CIF Imports Value,02042220,"Cuts of lamb meat with bone in, fresh or chilled",2023,Value for: kilograms,30985125.00,28268522.00,55000845.00,31143164.00,37883349.00,42707434.00,37531218.00,40905350.00,32838707.00,45812303.00,43411967.00,41571309.00
General CIF Imports Value,02042320,"Boneless meat of lamb, fresh or chilled",2023,Value for: kilograms,9468158.00,9379700.00,16252829.00,8757464.00,9946837.00,10152352.00,9601962.00,10375526.00,9277729.00,11501221.00,12590432.00,10593544.00
General CIF Imports Value,02042340,"Boneless meat of sheep, nesoi, fresh or chilled",2023,Value for: kilograms,0.00,0.00,0.00,37521.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General CIF Imports Value,02043000,"Carcasses and half-carcasses of lamb, frozen",2023,Value for: kilograms,1550652.00,1241802.00,2588662.00,1985838.00,2703340.00,1581068.00,1707858.00,3116516.00,2237289.00,2984767.00,1842731.00,1242712.00
General CIF Imports Value,02044100,"Carcasses and half-carcasses of sheep, other than lamb, frozen",2023,Value for: kilograms,3295716.00,2490000.00,1453336.00,1633462.00,2079765.00,712127.00,1064938.00,661889.00,484622.00,914505.00,1088627.00,1110529.00
General CIF Imports Value,02044220,"Cuts of lamb meat with bone in, frozen",2023,Value for: kilograms,28074562.00,19674120.00,34385189.00,26741788.00,26037851.00,28539768.00,33037084.00,34558839.00,33025797.00,31142043.00,28423415.00,30111563.00
General CIF Imports Value,02044240,"Cuts of sheep meat with bone in, nesoi, frozen",2023,Value for: kilograms,8861143.00,7895310.00,6124547.00,4745569.00,3029172.00,2389587.00,2583477.00,4634515.00,2732002.00,3209774.00,2876022.00,3757582.00
General CIF Imports Value,02044320,"Boneless meat of lamb, frozen",2023,Value for: kilograms,15479862.00,11020666.00,10288596.00,6075071.00,8179873.00,8615745.00,9492190.00,12824877.00,11080133.00,11181196.00,7731228.00,5595557.00
General CIF Imports Value,02044340,"Boneless meat of sheep, nesoi, frozen",2023,Value for: kilograms,231485.00,0.00,54859.00,0.00,0.00,0.00,0.00,23345.00,125763.00,121415.00,0.00,111118.00
General CIF Imports Value,02045000,"Meat of goats, fresh, chilled or frozen",2023,Value for: kilograms,6301265.00,4119776.00,4113437.00,5859117.00,5802861.00,5131586.00,6040027.00,6499023.00,6076775.00,6012617.00,8279506.00,6129528.00
General CIF Imports Value,02050000,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen",2023,Value for: kilograms,164031.00,185011.00,235919.00,224759.00,123525.00,173839.00,181837.00,118676.00,62898.00,292454.00,185190.00,209272.00
General CIF Imports Value,02061000,"Edible offal of bovine animals, fresh or chilled",2023,Value for: kilograms,11628126.00,9837862.00,11946752.00,12365151.00,13861509.00,12539441.00,12585341.00,13541512.00,12331151.00,12351102.00,10565849.00,10070902.00
General CIF Imports Value,02062100,"Tongues of bovine animals, frozen",2023,Value for: kilograms,1362451.00,888632.00,1380345.00,1069759.00,1042055.00,1002350.00,896288.00,1065566.00,1073503.00,908297.00,1013788.00,1217698.00
General CIF Imports Value,02062200,"Livers of bovine animals, frozen",2023,Value for: kilograms,37145.00,40435.00,28972.00,16322.00,25356.00,2402.00,14711.00,0.00,2311.00,16800.00,90134.00,61295.00
General CIF Imports Value,02062900,"Edible offal of bovine animals, except tongues or livers, frozen",2023,Value for: kilograms,23649204.00,19939949.00,21314304.00,21378614.00,21136781.00,19735112.00,22523852.00,22111460.00,26009148.00,24394783.00,22254879.00,25545446.00
General CIF Imports Value,02063000,"Edible offal of swine, fresh or chilled",2023,Value for: kilograms,1339279.00,1284567.00,1573771.00,1175891.00,1608220.00,1453843.00,1434267.00,1565217.00,1445248.00,1359926.00,1214536.00,1354030.00
General CIF Imports Value,02064100,"Livers of swine, frozen",2023,Value for: kilograms,194036.00,78393.00,28194.00,22838.00,36819.00,43327.00,34437.00,31893.00,35009.00,15503.00,29055.00,22197.00
General CIF Imports Value,02064900,"Edible offal of swine, except liver, frozen",2023,Value for: kilograms,4074157.00,3693397.00,3009301.00,2591844.00,3639662.00,4186453.00,3421826.00,4070138.00,3398625.00,3962632.00,4143119.00,3886423.00
General CIF Imports Value,02069000,"Edible offal of sheep, goats, horses, asses, mules or hinnies, frozen",2023,Value for: kilograms,2281021.00,2009454.00,2600336.00,2127546.00,2167381.00,1559279.00,2252566.00,1384129.00,1297413.00,1589876.00,768521.00,739120.00
General CIF Imports Value,02071100,"Chickens, not cut in pieces, fresh or chilled",2023,Value for: kilograms,1161131.00,987826.00,1232223.00,698818.00,1153668.00,1111998.00,774103.00,1307328.00,1087772.00,1036679.00,1040651.00,929461.00
General CIF Imports Value,02071200,"Chickens, not cut in pieces, frozen",2023,Value for: kilograms,0.00,31424.00,54200.00,49132.00,434557.00,918832.00,831977.00,834417.00,1507390.00,938475.00,245698.00,5483.00
General CIF Imports Value,02071300,"Cuts and offal of chickens, fresh or chilled",2023,Value for: kilograms,4610801.00,4643844.00,5745456.00,3913905.00,5336732.00,5139000.00,4043460.00,5772099.00,5084071.00,5041816.00,5447679.00,4600814.00
General CIF Imports Value,02071400,"Cuts and offal of chickens, frozen",2023,Value for: kilograms,13855285.00,11414410.00,18345272.00,7667897.00,6853331.00,16320586.00,8171040.00,12021111.00,19849094.00,21011963.00,18528594.00,20770961.00
General CIF Imports Value,02072400,"Turkeys, not cut in pieces, fresh or chilled",2023,Value for: kilograms,26653.00,109505.00,143317.00,78454.00,28999.00,27693.00,14174.00,20704.00,47635.00,51953.00,297548.00,22919.00
General CIF Imports Value,02072520,"Turkeys, not cut in pieces, valued less than 88 cents/kg, frozen",2023,Value for: kilograms,0.00,0.00,0.00,0.00,0.00,61086.00,256253.00,223823.00,67770.00,37960.00,5926.00,0.00
General CIF Imports Value,02072540,"Turkeys, not cut in pieces, valued 88 cents or more per kg, frozen",2023,Value for: kilograms,61985.00,423739.00,1050042.00,1557463.00,1599639.00,2340625.00,1283966.00,438646.00,684642.00,593588.00,784427.00,107085.00
General CIF Imports Value,02072600,"Cuts and offal of turkeys, fresh or chilled",2023,Value for: kilograms,256137.00,284501.00,634046.00,219548.00,251490.00,213528.00,208514.00,286563.00,228581.00,285221.00,417416.00,256074.00
General CIF Imports Value,02072700,"Cuts and offal of turkeys, frozen",2023,Value for: kilograms,8551229.00,11854561.00,5519090.00,2063689.00,626182.00,479118.00,4210874.00,2759375.00,4197862.00,3568329.00,3569129.00,3267942.00
General CIF Imports Value,02074200,"Ducks, not cut in pieces, frozen",2023,Value for: kilograms,65713.00,171082.00,290325.00,143019.00,221822.00,315701.00,313628.00,221126.00,141134.00,240903.00,385959.00,150220.00
General CIF Imports Value,02074300,"Fatty livers of ducks, fresh or chilled",2023,Value for: kilograms,0.00,0.00,8237.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
General CIF Imports Value,02074500,"Cuts and offal of ducks, frozen",2023,Value for: kilograms,417647.00,363710.00,763983.00,333051.00,339109.00,335940.00,369018.00,510363.00,530625.00,561781.00,792926.00,791544.00
General CIF Imports Value,02075200,"Geese, not cut in pieces, frozen",2023,Value for: kilograms,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61629.00,0.00,0.00
General CIF Imports Value,02075500,"Cuts and offal of geese, frozen",2023,Value for: kilograms,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13221.00,0.00,0.00
General CIF Imports Value,02081000,"Meat and edible meat offal of rabbits or hares, fresh, chilled or frozen",2023,Value for: kilograms,703749.00,423047.00,544231.00,1087409.00,397066.00,634165.00,716461.00,449018.00,753566.00,568476.00,702701.00,505479.00
General CIF Imports Value,02085000,"Meat and edible meat offal of reptiles, fresh, chilled or frozen",2023,Value for: kilograms,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53577.00,0.00,0.00,0.00,0.00
General CIF Imports Value,02086000,"Meat and edible meat offal of camels and other camelids, fresh, chilled or frozen",2023,Value for: kilograms,0.00,233587.00,0.00,112459.00,0.00,434906.00,151440.00,822797.00,223054.00,456147.00,435428.00,0.00
General CIF Imports Value,02089020,"Meat and edible offal of deer, fresh, chilled or frozen",2023,Value for: kilograms,2161255.00,1821685.00,3485370.00,3851232.00,3721323.00,3083402.00,2716544.00,3014728.00,2402433.00,2043251.00,3225124.00,2198985.00
General CIF Imports Value,02089025,"Frog legs, fresh, chilled or frozen",2023,Value for: kilograms,1572833.00,857536.00,465115.00,894331.00,1072968.00,872624.00,1065120.00,904891.00,868708.00,991619.00,905898.00,857393.00
General CIF Imports Value,02089030,"Fresh, chilled or frozen quail, eviscerated, not in pieces",2023,Value for: kilograms,218812.00,197514.00,138455.00,149010.00,377665.00,418525.00,139850.00,305927.00,177939.00,196033.00,425491.00,313157.00
General CIF Imports Value,02089091,"Other meat and edible meat offal not elsewhere specified or included, fresh, chilled or frozen",2023,Value for: kilograms,350254.00,284550.00,347037.00,120066.00,294633.00,104141.00,333035.00,613050.00,630712.00,544656.00,397941.00,480449.00
General CIF Imports Value,02091000,"Pig fat, free of lean meat,  fresh, chilled, frozen, salted, in brine, dried or smoked",2023,Value for: kilograms,1391367.00,842625.00,922854.00,648672.00,1314385.00,995560.00,1316650.00,1440948.00,2122807.00,2032111.00,1014480.00,1010252.00
General CIF Imports Value,02099000,"Poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked",2023,Value for: kilograms,85846.00,68341.00,57626.00,25228.00,48459.00,0.00,0.00,0.00,0.00,13115.00,12217.00,14673.00
General CIF Imports Value,02101100,"Hams, shoulders and cuts thereof with bone in, salted, in brine, dried or smoked",2023,Value for: kilograms,1140335.00,789511.00,1091852.00,1215060.00,1885246.00,634831.00,1269285.00,2078917.00,2408981.00,2202635.00,1179262.00,693225.00
General CIF Imports Value,02101200,"Bellies (streaky) and cuts thereof of swine, salted, in brine, dried or smoked",2023,Value for: kilograms,9394896.00,9484335.00,7178549.00,8818908.00,8841711.00,6902462.00,7090420.00,9998903.00,9547492.00,9783528.00,10711773.00,9500657.00
General CIF Imports Value,02101900,"Meat of swine other than hams, shoulders, bellies (streaky) and cuts thereof, salted, in brine, dried or smoked",2023,Value for: kilograms,15723972.00,15891629.00,18907000.00,18195910.00,21352539.00,21746320.00,22499012.00,23979957.00,21253447.00,25748064.00,17513748.00,14648100.00
General CIF Imports Value,02102000,"Meat of bovine animals, salted, in brine, dried or smoked",2023,Value for: kilograms,561991.00,523320.00,322793.00,476003.00,182238.00,517666.00,581300.00,545299.00,526371.00,123897.00,596857.00,154235.00
General CIF Imports Value,02109300,"Meat and edible offal of reptiles, salted, in brine, dried or smoked; edible flours and meals thereof",2023,Value for: kilograms,0.00,0.00,0.00,0.00,0.00,11693.00,0.00,272306.00,0.00,0.00,0.00,0.00
General CIF Imports Value,02109920,"Meat and edible offal of poultry of heading 0105, in brine, dried or smoked; edible flours and meals thereof",2023,Value for: kilograms,291929.00,68641.00,307837.00,285529.00,260552.00,276402.00,163434.00,191252.00,133573.00,107353.00,108065.00,90704.00
General CIF Imports Value,02109991,"Meat and edible offal not elsewhere specified or included, salted, in brine, dried or smoked; edible flours and meals thereof",2023,Value for: kilograms,0.00,0.00,32010.00,0.00,0.00,0.00,0.00,0.00,30084.00,0.00,0.00,0.00
General CIF Imports Value,03011100,Live ornamental freshwater fish,2023,Value for: kilograms,6513901.00,6311238.00,6285508.00,6513511.00,5635135.00,5216431.00,5079459.00,4585680.00,4811676.00,4870261.00,5397909.00,5234604.00
General CIF Imports Value,03011900,"Live ornamental fish, other than freshwater",2023,Value for: kilograms,1427782.00,1346696.00,1591885.00,1269849.00,1262720.00,1087182.00,948789.00,1184377.00,1212934.00,1564620.00,1526821.00,1383344.00
General CIF Imports Value,03019100,Live trout,2023,Value for: kilograms,176221.00,295253.00,124875.00,139053.00,213654.00,227028.00,121674.00,201764.00,169496.00,230029.00,228208.00,206938.00
General CIF Imports Value,03019200,Live eels,2023,Value for: kilograms,247812.00,331005.00,366480.00,350980.00,559735.00,310659.00,483453.00,523339.00,494684.00,587210.00,402121.00,512797.00
General CIF Imports Value,03019302,Live carp,2023,Value for: kilograms,36966.00,14080.00,9082.00,12400.00,8046.00,18250.00,5255.00,0.00,5909.00,20160.00,26649.00,27695.00
General CIF Imports Value,03019401,"Other live Fish, Atlantic & Pacific Bluefin Tunas",2023,Value for: kilograms,0.00,0.00,0.00,0.00,0.00,3907.00,0.00,4789.00,4069.00,0.00,0.00,0.00
General CIF Imports Value,03019903,"Live Tench (Tinca Tinca), sheatfish (Silurus Glanis), bighead carp (Aristichthys Nobilis) and other fish, NESOI",2023,Value for: kilograms,3357553.00,2756513.00,3062486.00,2422469.00,2834618.00,2851987.00,2439606.00,3013738.00,2622118.00,2489669.00,3232057.00,2948570.00
General CIF Imports Value,03021100,"Trout, fresh or chilled, excluding fillets, other meat portions, livers and roes",2023,Value for: kilograms,4610362.00,4979824.00,5233021.00,5031886.00,5113805.00,4678309.00,4763831.00,4289485.00,5379777.00,4522928.00,4213395.00,5121004.00
General CIF Imports Value,03021300,"Pacific salmon, fresh or chilled, excluding fillets, other meat portions, livers and roes",2023,Value for: kilograms,5604170.00,6012023.00,6149275.00,6274932.00,6836462.00,7961629.00,11465760.00,12070692.00,8963644.00,6556695.00,6530107.00,7758697.00
General CIF Imports Value,03021400,"Atlantic and Danube salmon, fresh or chilled, excluding fillets, other meat portions, livers and roes",2023,Value for: kilograms,119293671.00,109070368.00,129797401.00,121818743.00,118344409.00,110854017.00,118426559.00,117051512.00,97290391.00,107585313.00,89722846.00,106897163.00
